Country Degree Closeness Betweenness
DZA 0.00980392156862745 0.1568627450980392 0.0
QAT 0.029411764705882353 0.20773714891361952 0.0060829612373002
EGY 0.029411764705882353 0.19458922809630183 9.706853038245001e-05
BGD 0.029411764705882353 0.15527827292533175 0.0
BGR 0.0 0.0 0.0
PAK 0.0392156862745098 0.19835547122074637 0.014136413641364138
PAN 0.0 0.0 0.0
LBR 0.0 0.0 0.0
LBY 0.049019607843137254 0.21350762527233116 0.011350546819387821
MYS 0.029411764705882353 0.15527827292533175 0.0
PRK 0.029411764705882353 0.17370111886562536 0.010677538342069502
PRT 0.0 0.0 0.0
VAT 0.0196078431372549 0.169862420106164 0.0308677926616191
SAU 0.029411764705882353 0.22441677400887364 0.00339092732802692
LBN 0.0 0.0 0.0
BFA 0.0 0.0 0.0
CHE 0.00980392156862745 0.1897845557976277 0.0
CHL 0.0 0.0 0.0
CHN 0.049019607843137254 0.23291740938799765 0.010923445285705042
DJI 0.00980392156862745 0.1478129713423831 0.0
FIN 0.0 0.0 0.0
THA 0.00980392156862745 0.15372549019607845 0.0
SYC 0.00980392156862745 0.15071126489811615 0.0
NPL 0.029411764705882353 0.22279056550156298 0.0008412605966478998
MAR 0.029411764705882353 0.17176032424142842 0.0023134666407817247
YEM 0.0392156862745098 0.20094835319748816 0.015090920856791564
PHL 0.029411764705882353 0.169862420106164 0.002740568174464505
ZAF 0.0 0.0 0.0
SYR 0.049019607843137254 0.22606689734717417 0.011826182618261825
NGA 0.0 0.0 0.0
BEL 0.029411764705882353 0.2211877556778107 0.0017213486054487802
DEU 0.06862745098039216 0.24019607843137258 0.02183394810069242
LKA 0.0 0.0 0.0
GBR 0.029411764705882353 0.20634293986050797 0.013094544748592504
CRI 0.0 0.0 0.0
CMR 0.00980392156862745 0.20094835319748816 0.0
HUN 0.0 0.0 0.0
TKM 0.0 0.0 0.0
NLD 0.0196078431372549 0.1958286499313101 0.0
GEO 0.0196078431372549 0.17080610021786494 0.0
ROU 0.00980392156862745 0.20094835319748816 0.0
AFG 0.0196078431372549 0.16529622601728866 0.00048534265191225003
BDI 0.0196078431372549 0.20360992078950788 0.010677538342069502
GRC 0.0196078431372549 0.17176032424142842 0.00038827412152980003
ZWE 0.0 0.0 0.0
RWA 0.00980392156862745 0.14924804873405673 0.0
TJK 0.0 0.0 0.0
HTI 0.00980392156862745 0.20094835319748816 0.0
PSE 0.0196078431372549 0.1325219743069642 0.020966802562609202
IND 0.0 0.0 0.0
LVA 0.00980392156862745 0.16800600021429338 0.0
NOR 0.0196078431372549 0.14852704366770864 0.0
LUX 0.0 0.0 0.0
ISR 0.0196078431372549 0.10787753697970417 0.010677538342069502
IDN 0.049019607843137254 0.2120351588911427 0.040962919821393905
COD 0.0 0.0 0.0
COG 0.0 0.0 0.0
ETH 0.00980392156862745 0.09042675893886967 0.0
NER 0.0196078431372549 0.20496732026143794 0.0
COL 0.0 0.0 0.0
MDA 0.0 0.0 0.0
MDG 0.0 0.0 0.0
NZL 0.0 0.0 0.0
SRB 0.00980392156862745 0.014705882352941176 0.0
XK 0.00980392156862745 0.014705882352941176 0.0
FRA 0.22549019607843138 0.3137254901960784 0.17909790979097903
AZE 0.0 0.0 0.0
AUS 0.00980392156862745 0.16096909968175752 0.0
AUT 0.0 0.0 0.0
VEN 0.00980392156862745 0.1897845557976277 0.0
TUR 0.0392156862745098 0.20227038183694532 0.002494661230828965
ALB 0.0196078431372549 0.022058823529411763 0.00038827412152980003
MMR 0.029411764705882353 0.15527827292533175 0.0
TUN 0.0196078431372549 0.15930102610992583 0.0003041480618650101
RUS 0.08823529411764705 0.2440087145969499 0.02845725749045493
MEX 0.00980392156862745 0.1897845557976277 0.0
BRA 0.0 0.0 0.0
MKD 0.0196078431372549 0.022058823529411763 0.00038827412152980003
USA 0.19607843137254902 0.28733736485248307 0.10839642787808189
SWE 0.0 0.0 0.0
UKR 0.049019607843137254 0.21960784313725493 0.0036724260661360254
CAN 0.0 0.0 0.0
KOR 0.00980392156862745 0.1325219743069642 0.0
CAF 0.00980392156862745 0.20094835319748816 0.0
CYP 0.0 0.0 0.0
POL 0.0 0.0 0.0
TGO 0.0 0.0 0.0
ESP 0.00980392156862745 0.1897845557976277 0.0
IRQ 0.0392156862745098 0.22774146695715325 0.0016372225457839899
SLV 0.0 0.0 0.0
MLI 0.00980392156862745 0.20094835319748816 0.0
IRL 0.0 0.0 0.0
IRN 0.0392156862745098 0.19964349376114085 0.004222481071636576
SSD 0.00980392156862745 0.00980392156862745 0.0
ESH 0.0 0.0 0.0
MCO 0.0 0.0 0.0
ITA 0.049019607843137254 0.2180503407036574 0.017252313466640783
JPN 0.0 0.0 0.0
ARE 0.0 0.0 0.0
ARG 0.0 0.0 0.0
SDN 0.00980392156862745 0.00980392156862745 0.0
ARM 0.0 0.0 0.0
CUB 0.029411764705882353 0.23291740938799765 0.04038050863909921
