Country Degree Closeness Betweenness
YEM 0.05263157894736842 0.05263157894736842 0.0
BRA 0.05263157894736842 0.05263157894736842 0.0
USA 0.05263157894736842 0.07894736842105263 0.0
DOM 0.0 0.0 0.0
IRN 0.0 0.0 0.0
IRQ 0.10526315789473684 0.11842105263157894 0.011695906432748537
ESP 0.0 0.0 0.0
AUS 0.05263157894736842 0.05263157894736842 0.0
UKR 0.0 0.0 0.0
ITA 0.0 0.0 0.0
SYR 0.10526315789473684 0.11842105263157894 0.011695906432748537
VUT 0.0 0.0 0.0
IRL 0.0 0.0 0.0
VAT 0.0 0.0 0.0
TUN 0.0 0.0 0.0
ARG 0.0 0.0 0.0
GIN 0.05263157894736842 0.05263157894736842 0.0
SAU 0.05263157894736842 0.05263157894736842 0.0
PNG 0.05263157894736842 0.05263157894736842 0.0
CAN 0.05263157894736842 0.07894736842105263 0.0
