Country Degree Closeness Betweenness
DZA 0.024096385542168676 0.18254837531945967 0.014399059653247136
QAT 0.024096385542168676 0.19063596156779017 0.0
EGY 0.03614457831325302 0.194325689856199 0.014399059653247136
GNQ 0.012048192771084338 0.012048192771084338 0.0
NGA 0.0 0.0 0.0
USA 0.1566265060240964 0.2841554898840646 0.11729216517638501
LUX 0.012048192771084338 0.16107209587011148 0.0
ISR 0.10843373493975904 0.26893287435456115 0.07317213103284216
TWN 0.0 0.0 0.0
DEU 0.08433734939759037 0.2763346965845032 0.03448451179864638
LKA 0.0 0.0 0.0
IDN 0.024096385542168676 0.19947339024974073 0.004456851797433637
BGR 0.0 0.0 0.0
BOL 0.024096385542168676 0.18943699325604305 0.014399059653247136
CAN 0.012048192771084338 0.14764942121426886 0.0
SLE 0.0 0.0 0.0
KOR 0.012048192771084338 0.17717930545712263 0.0
FRA 0.08433734939759037 0.2489296027083541 0.029837118508878723
COL 0.0 0.0 0.0
PAN 0.0 0.0 0.0
HND 0.0 0.0 0.0
HKG 0.024096385542168676 0.17822770371426536 0.0
SDN 0.012048192771084338 0.012048192771084338 0.0
BEL 0.024096385542168676 0.18943699325604305 0.0034458391055511247
BIH 0.0 0.0 0.0
LBY 0.04819277108433735 0.21362043920362303 0.003150581419755678
SGP 0.012048192771084338 0.012048192771084338 0.0
MYS 0.060240963855421686 0.24096385542168677 0.014685688164971152
PRK 0.012048192771084338 0.17717930545712263 0.0
CMR 0.0 0.0 0.0
POL 0.024096385542168676 0.19686589495235848 0.0
NLD 0.03614457831325302 0.19686589495235848 0.0002203937702027623
GEO 0.0 0.0 0.0
ROU 0.0 0.0 0.0
SAU 0.012048192771084338 0.12927245462536843 0.0
LBN 0.012048192771084338 0.1870837386814338 0.0
SRB 0.0 0.0 0.0
XK 0.0 0.0 0.0
BFA 0.012048192771084338 0.14074991555005067 0.0
CHE 0.0 0.0 0.0
LTU 0.0 0.0 0.0
ESP 0.10843373493975904 0.25525832142127836 0.06348949806193416
IRQ 0.03614457831325302 0.1636982713462546 0.014399059653247136
SWE 0.0 0.0 0.0
AFG 0.012048192771084338 0.1448100092678406 0.0
CHL 0.012048192771084338 0.012048192771084338 0.0
GTM 0.012048192771084338 0.14985314391895943 0.0
CHN 0.10843373493975904 0.2489296027083541 0.07437065334508768
UKR 0.13253012048192772 0.2642147537518495 0.060983306046485594
GRC 0.0 0.0 0.0
IND 0.012048192771084338 0.17717930545712263 0.0
AUS 0.012048192771084338 0.1847882326853426 0.0
MMR 0.012048192771084338 0.1448100092678406 0.0
IRL 0.0 0.0 0.0
CUB 0.03614457831325302 0.19686589495235848 0.0002203937702027623
IRN 0.024096385542168676 0.2166941145878478 0.0
SSD 0.012048192771084338 0.012048192771084338 0.0
VEN 0.0 0.0 0.0
GIN 0.012048192771084338 0.012048192771084338 0.0
VNM 0.0 0.0 0.0
BLR 0.024096385542168676 0.18943699325604305 0.0
URY 0.012048192771084338 0.194325689856199 0.0
THA 0.0 0.0 0.0
VAT 0.012048192771084338 0.194325689856199 0.0
SYC 0.03614457831325302 0.18943699325604305 0.01525124889803115
RWA 0.012048192771084338 0.18036216723180146 0.0
MAR 0.03614457831325302 0.18592890078833854 0.003575276716622588
BDI 0.0 0.0 0.0
JPN 0.024096385542168676 0.18943699325604305 0.0
NIC 0.012048192771084338 0.18036216723180146 0.0
TUR 0.060240963855421686 0.23531626506024098 0.013723885087387876
PHL 0.0 0.0 0.0
CAF 0.0 0.0 0.0
ITA 0.03614457831325302 0.1870837386814338 0.0030561269468116375
SYR 0.07228915662650603 0.21826436179500613 0.04203433944838588
MAC 0.024096385542168676 0.17822770371426536 0.0
ARG 0.012048192771084338 0.18366147516896858 0.0
SVN 0.0 0.0 0.0
GBR 0.0963855421686747 0.28149983110010135 0.07875893819179157
RUS 0.12048192771084337 0.26191723415400736 0.048888935533073066
PSE 0.0963855421686747 0.25744001647616105 0.03456124148160587
MEX 0.03614457831325302 0.19816106531388716 0.014399059653247136
BRA 0.024096385542168676 0.20080321285140562 0.0
KEN 0.0 0.0 0.0
