Country Degree Closeness Betweenness
EGY 0.09259259259259259 0.21768707482993196 0.01629396692289774
BGD 0.0 0.0 0.0
NGA 0.0 0.0 0.0
USA 0.24074074074074073 0.2882882882882883 0.0943512695085022
SSD 0.018518518518518517 0.018518518518518517 0.0
ISR 0.1111111111111111 0.22695035460992904 0.011542045189843931
TWN 0.0 0.0 0.0
AZE 0.018518518518518517 0.018518518518518517 0.0
IDN 0.0 0.0 0.0
BOL 0.05555555555555555 0.19047619047619047 0.01607267645003494
ISL 0.0 0.0 0.0
UKR 0.1111111111111111 0.2222222222222222 0.01651525739576054
KOR 0.018518518518518517 0.024691358024691357 0.0
PAK 0.0 0.0 0.0
BEL 0.0 0.0 0.0
LBY 0.05555555555555555 0.1939393939393939 0.00506638714185884
HUN 0.018518518518518517 0.1461187214611872 0.0
POL 0.0 0.0 0.0
ECU 0.037037037037037035 0.15920398009950246 0.0
KHM 0.0 0.0 0.0
SAU 0.018518518518518517 0.14222222222222222 0.0
LBN 0.018518518518518517 0.14814814814814814 0.0
SRB 0.018518518518518517 0.024691358024691357 0.0
FRA 0.09259259259259259 0.20512820512820512 0.024994176566503608
MLI 0.018518518518518517 0.024691358024691357 0.0
CHE 0.0 0.0 0.0
ESP 0.037037037037037035 0.037037037037037035 0.0006988120195667365
IRQ 0.09259259259259259 0.21768707482993196 0.006557186116934545
AFG 0.0 0.0 0.0
CHN 0.018518518518518517 0.17777777777777778 0.0
DEU 0.1111111111111111 0.22695035460992904 0.026205450733752616
NLD 0.0 0.0 0.0
LBR 0.018518518518518517 0.018518518518518517 0.0
IRL 0.018518518518518517 0.1350210970464135 0.0
CUB 0.0 0.0 0.0
IRN 0.05555555555555555 0.19753086419753085 0.00023293733985557883
RUS 0.1111111111111111 0.21333333333333332 0.023270440251572325
SLE 0.018518518518518517 0.018518518518518517 0.0
BLR 0.037037037037037035 0.1568627450980392 0.0
VAT 0.037037037037037035 0.037037037037037035 0.0006988120195667365
MAR 0.0 0.0 0.0
ITA 0.0 0.0 0.0
MHL 0.018518518518518517 0.13675213675213677 0.0
TUR 0.018518518518518517 0.15238095238095237 0.0
THA 0.0 0.0 0.0
PSE 0.1111111111111111 0.1939393939393939 0.02585604472396925
SYR 0.09259259259259259 0.21768707482993196 0.022012578616352196
UGA 0.0 0.0 0.0
ARE 0.037037037037037035 0.15023474178403753 0.0
ARG 0.018518518518518517 0.024691358024691357 0.0
IND 0.0 0.0 0.0
GBR 0.09259259259259259 0.21333333333333332 0.014313999534125318
SDN 0.018518518518518517 0.018518518518518517 0.0
ARM 0.018518518518518517 0.018518518518518517 0.0
BRA 0.037037037037037035 0.1871345029239766 0.0
