Id,Label,Degree,Weighted Degree,Eccentricity,Closeness Centrality,Betweenness Centrality,Authority,Hub,Modularity Class,PageRank,Component ID,Clustering Coefficient,Number of triangles,Eigenvector Centrality
MYS,MYS,15,23.0,4.0,2.065868263473054,112.8995175840331,0.009920635,0.009920635,2,0.010273847952591198,0,0.4065934065934066,37,0.2513432344794716
PAK,PAK,14,85.0,4.0,2.161676646706587,34.7064447778968,0.009920635,0.009920635,3,0.009761531086372979,0,0.4175824175824176,38,0.2647350875682484
CAF,CAF,1,1.0,6.0,3.9580838323353293,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
IRN,IRN,30,588.0,4.0,1.9341317365269461,206.81301487049052,0.019179894,0.019179894,0,0.01796922749726827,0,0.41005291005291006,155,0.5326996155856182
JPN,JPN,24,179.0,4.0,1.9760479041916168,140.77061284819024,0.015873017,0.015873017,2,0.0157167613667662,0,0.36363636363636365,92,0.4092312444672654
GRC,GRC,15,151.0,4.0,2.0778443113772456,20.40759602888171,0.01058201,0.01058201,4,0.0103498595079108,0,0.6285714285714286,66,0.34504350281756385
DNK,DNK,7,16.0,4.0,2.269461077844311,5.577539579661901,0.005291005,0.005291005,1,0.005764024967982416,0,0.47619047619047616,10,0.1566688504694723
LBY,LBY,16,70.0,5.0,2.3652694610778444,46.01676650749206,0.011243386,0.011243386,4,0.011208017068959191,0,0.39166666666666666,47,0.26288751340311967
TUN,TUN,24,121.0,4.0,1.9880239520958083,94.64993193535463,0.015873017,0.015873017,4,0.01468646515597607,0,0.5217391304347826,132,0.48697632438674976
CHL,CHL,23,50.0,5.0,2.1197604790419162,360.8303147705595,0.013888889,0.013888889,4,0.014396887741463155,0,0.3631578947368421,69,0.3120862060069006
USA,USA,99,1272.0,4.0,1.4491017964071857,4548.8449956479735,0.0489418,0.0489418,0,0.048051665611772584,0,0.1917808219178082,504,1.0
BRA,BRA,17,45.0,4.0,2.095808383233533,97.0054797325358,0.011904762,0.011904762,4,0.012097150818977285,0,0.45588235294117646,62,0.3190018155106638
AFG,AFG,9,77.0,4.0,2.143712574850299,3.450731079157349,0.0066137565,0.0066137565,0,0.0066854844338647915,0,0.7222222222222222,26,0.2297829001176489
PRT,PRT,7,12.0,4.0,2.407185628742515,14.592562843521923,0.0046296297,0.0046296297,4,0.00494639310013142,0,0.8666666666666667,13,0.1532753093439002
VUT,VUT,8,15.0,4.0,2.3892215568862274,496.0428145452785,0.0046296297,0.0046296297,5,0.005142551862091993,0,0.6666666666666666,10,0.12503686753848095
UKR,UKR,28,359.0,4.0,1.9820359281437125,460.05916277366595,0.01521164,0.01521164,1,0.014397949462004896,0,0.48917748917748916,113,0.4505570393040307
ITA,ITA,29,88.0,4.0,1.9760479041916168,218.67870555552943,0.018518519,0.018518519,4,0.017390283882227547,0,0.4188034188034188,147,0.5221379518622986
RUS,RUS,55,521.0,4.0,1.7425149700598803,1213.400104556916,0.031084657,0.031084657,1,0.02935014717533451,0,0.2898550724637681,300,0.7508195072218421
GEO,GEO,4,14.0,5.0,2.3233532934131738,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
ISR,ISR,21,480.0,4.0,2.0,198.75046727426178,0.013888889,0.013888889,0,0.013612942567310283,0,0.4631578947368421,88,0.3952206309616739
MEX,MEX,20,62.0,4.0,2.0419161676646707,45.29111890921815,0.013888889,0.013888889,0,0.01334058463068889,0,0.5473684210526316,104,0.4221995836740954
GBR,GBR,64,326.0,3.0,1.6646706586826348,1670.0649510609207,0.035714287,0.035714287,5,0.03383519717133202,0,0.26705370101596515,368,0.837143856686992
IND,IND,26,109.0,4.0,2.0119760479041915,172.0372947462354,0.015873017,0.015873017,5,0.015487636046299439,0,0.40711462450592883,103,0.4180807479308898
CHN,CHN,59,431.0,3.0,1.6946107784431137,1578.6234260359404,0.03373016,0.03373016,2,0.033294025318572326,0,0.22612244897959183,277,0.7280674862007188
YEM,YEM,27,340.0,4.0,1.9940119760479043,146.70826167037427,0.016534392,0.016534392,3,0.0157472138299209,0,0.4384057971014493,121,0.4450605573770434
SYR,SYR,35,282.0,4.0,1.9341317365269461,319.0309545216111,0.021825397,0.021825397,5,0.02061400541253616,0,0.35080645161290325,174,0.5538628984990109
MLI,MLI,7,43.0,5.0,2.5449101796407185,32.3375413256105,0.0046296297,0.0046296297,4,0.00508252113372308,0,0.6,9,0.11029858902803612
DZA,DZA,12,17.0,5.0,2.4910179640718564,70.8459544120071,0.0072751325,0.0072751325,4,0.0074771388886097755,0,0.4444444444444444,20,0.15753321750967408
PSE,PSE,16,173.0,4.0,2.089820359281437,12.669822277783446,0.011243386,0.011243386,0,0.010722452612293867,0,0.6416666666666667,77,0.35959923073830496
DEU,DEU,37,325.0,4.0,1.8862275449101797,421.0057020993105,0.022486772,0.022486772,4,0.021093025532906155,0,0.3977272727272727,210,0.6234258046530587
