Id,Label,Degree,Weighted Degree,Eccentricity,Closeness Centrality,Betweenness Centrality,Authority,Hub,Modularity Class,PageRank,Component ID,Clustering Coefficient,Number of triangles,Eigenvector Centrality
SAU,SAU,12,19.0,5.0,2.159090909090909,31.324282755403388,0.01141352,0.01141352,0,0.016665127916151004,0,0.4696969696969697,31,0.3570162478515669
GBR,GBR,52,205.0,4.0,1.6666666666666667,1459.3674612073378,0.046532046,0.046532046,0,0.053127126756295974,0,0.2153846153846154,168,0.8597332555103616
DEU,DEU,25,68.0,4.0,1.9318181818181819,465.5713679140738,0.02282704,0.02282704,1,0.02723891515124671,0,0.3368421052631579,64,0.5163411007992263
ZAF,ZAF,9,17.0,5.0,2.227272727272727,60.73404126650016,0.008779631,0.008779631,0,0.009693460425775374,0,0.4666666666666667,7,0.195961492305636
CHN,CHN,42,163.0,4.0,1.7727272727272727,1131.3117287354635,0.037752416,0.037752416,1,0.04119127717172586,0,0.26881720430107525,125,0.7140567511534216
SDN,SDN,13,165.0,5.0,2.143939393939394,96.30824774714029,0.012291484,0.012291484,4,0.01965742469373142,0,0.3974358974358974,31,0.3024011903374905
TUN,TUN,4,8.0,5.0,2.3863636363636362,0.0,0.0043898155,0.0043898155,0,0.0,0,0.0,0,0.0
USA,USA,73,521.0,4.0,1.5,3075.186858124246,0.06496927,0.06496927,1,0.0644055359915495,0,0.19642857142857142,231,1.0
ISL,ISL,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
SYR,SYR,33,270.0,4.0,1.878787878787879,504.3314561978963,0.029850746,0.029850746,2,0.03935231237425059,0,0.2988505747126437,130,0.7126160823504497
BRA,BRA,8,16.0,5.0,2.242424242424242,127.75852007469649,0.007901669,0.007901669,1,0.009569828514821748,0,0.6,9,0.1970585740888544
SLE,SLE,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
EGY,EGY,19,55.0,5.0,2.037878787878788,95.95933036149034,0.017559262,0.017559262,0,0.022693862804749464,0,0.47794117647058826,65,0.501887959497602
