Id,Label,Degree,Weighted Degree,Eccentricity,Closeness Centrality,Betweenness Centrality,Authority,Hub,Modularity Class,PageRank,Component ID,Clustering Coefficient,Number of triangles,Eigenvector Centrality
IND,IND,22,76.0,2.0,1.736842105263158,51.54153114956634,0.016106443,0.016106443,1,0.019398824293737488,0,0.4263157894736842,81,0.4438510304864029
EGY,EGY,18,57.0,3.0,1.7894736842105263,47.20235264073743,0.013305322,0.013305322,0,0.016841081514913835,0,0.4632352941176471,63,0.3893695111010945
AUS,AUS,25,87.0,2.0,1.7236842105263157,55.77921682473911,0.018207284,0.018207284,1,0.02050870677818492,0,0.3952380952380952,83,0.44203380121531116
SYR,SYR,34,247.0,2.0,1.5657894736842106,105.61871657010931,0.024509804,0.024509804,0,0.030650097109003745,0,0.3409090909090909,180,0.6636611160616527
FRA,FRA,37,196.0,2.0,1.605263157894737,92.21645328705414,0.026610645,0.026610645,2,0.028140200730616505,0,0.38620689655172413,168,0.6388889816730069
IRQ,IRQ,32,618.0,2.0,1.605263157894737,63.26944528106686,0.023109244,0.023109244,0,0.027207041138168114,0,0.4298850574712644,187,0.6602159958160962
IRN,IRN,27,279.0,2.0,1.6578947368421053,41.629248692666565,0.019607844,0.019607844,0,0.023721321119493655,0,0.4369230769230769,142,0.584527259359302
USA,USA,84,967.0,2.0,1.131578947368421,922.5210489802977,0.05952381,0.05952381,0,0.0628947012086122,0,0.17342657342657342,372,1.0
CHN,CHN,51,294.0,2.0,1.486842105263158,217.05583870053007,0.036414567,0.036414567,1,0.0371463075291699,0,0.2699055330634278,200,0.7099174436912749
UKR,UKR,26,616.0,3.0,1.7236842105263157,32.74589034798152,0.018907564,0.018907564,2,0.020752202418780563,0,0.49783549783549785,115,0.523231197377544
RUS,RUS,38,701.0,3.0,1.605263157894737,91.7365559257947,0.027310925,0.027310925,2,0.028922793515711313,0,0.3634408602150538,169,0.6453045821683862
SDN,SDN,6,25.0,3.0,2.013157894736842,0.5726551226551226,0.004901961,0.004901961,0,0.0060473915988203154,0,0.6,6,0.15020693794658566
LBN,LBN,6,19.0,3.0,2.013157894736842,0.7,0.004901961,0.004901961,0,0.006888024815873604,0,0.7333333333333333,11,0.16525351213765027
CHL,CHL,14,34.0,3.0,1.8421052631578947,9.003892493133714,0.010504202,0.010504202,3,0.012735839990836913,0,0.6153846153846154,48,0.3399350316305654
ARG,ARG,22,49.0,2.0,1.736842105263158,19.16932622521371,0.016106443,0.016106443,0,0.01864751468058602,0,0.5526315789473685,105,0.49845278152063
LBY,LBY,6,26.0,3.0,2.026315789473684,3.3825757575757573,0.004901961,0.004901961,0,0.007413902526632223,0,0.4,6,0.11033272911129591
ISR,ISR,20,281.0,2.0,1.763157894736842,14.451398714393395,0.014705882,0.014705882,4,0.016924129216304512,0,0.5490196078431373,84,0.442504531731559
JPN,JPN,15,76.0,3.0,1.894736842105263,10.33525464088864,0.011204482,0.011204482,1,0.010969612673772248,0,0.5111111111111111,23,0.22281102270434208
NGA,NGA,30,49.0,2.0,1.7105263157894737,70.58222528940163,0.021708684,0.021708684,0,0.021266920829543158,0,0.4199134199134199,97,0.4715301097335692
GBR,GBR,51,224.0,2.0,1.4342105263157894,255.40491278337248,0.036414567,0.036414567,0,0.04031499259044128,0,0.2779623477297896,251,0.7942523541863394
AZE,AZE,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
MDA,MDA,4,24.0,4.0,2.3741496598639458,0.0,0.0035014006,0.0035014006,0,0.0,0,0.0,0,0.0
EST,EST,2,2.0,5.0,2.5918367346938775,0.0,0.0021008404,0.0021008404,0,0.0,0,0.0,0,0.0
UZB,UZB,1,3.0,5.0,3.122448979591837,0.0,0.0014005603,0.0014005603,0,0.0,0,0.0,0,0.0
KAZ,KAZ,2,2.0,5.0,2.6666666666666665,0.47788918597742125,0.0021008404,0.0021008404,0,0.0,0,0.0,0,0.0
KGZ,KGZ,2,2.0,4.0,2.4489795918367347,0.0,0.0021008404,0.0021008404,0,0.0,0,0.0,0,0.0
LTU,LTU,2,2.0,5.0,2.7755102040816326,0.0,0.0021008404,0.0021008404,0,0.0,0,0.0,0,0.0
BLR,BLR,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
PAK,PAK,11,43.0,2.0,1.881578947368421,0.861111111111111,0.008403362,0.008403362,0,0.009243570023097374,0,0.8333333333333334,30,0.2633898058665046
JOR,JOR,7,35.0,3.0,1.9736842105263157,0.3194444444444444,0.005602241,0.005602241,0,0.007571126666903527,0,0.8571428571428571,18,0.21307436819247016
KEN,KEN,4,14.0,4.0,2.2789115646258504,2.58625722103983,0.0035014006,0.0035014006,0,0.0,0,0.0,0,0.0
MEX,MEX,14,38.0,2.0,1.8421052631578947,11.297851707975544,0.010504202,0.010504202,3,0.012347481839281213,0,0.5151515151515151,34,0.2734945158735255
VAT,VAT,19,107.0,3.0,1.8026315789473684,23.03303005474058,0.014005602,0.014005602,4,0.016434524988676827,0,0.4411764705882353,60,0.3899439291166812
SGP,SGP,6,7.0,3.0,2.276315789473684,1.3102564102564103,0.004901961,0.004901961,1,0.007346757604706996,0,0.6666666666666666,10,0.1084492512995574
ZAF,ZAF,3,3.0,5.0,2.6258503401360542,0.0,0.0028011205,0.0028011205,0,0.0,0,0.0,0,0.0
SYC,SYC,6,9.0,3.0,2.0,0.9218004218004218,0.004901961,0.004901961,0,0.006899149156371779,0,0.6,9,0.15864886241260848
ESP,ESP,32,69.0,3.0,1.644736842105263,96.52160330800656,0.023109244,0.023109244,4,0.026581430029563646,0,0.35978835978835977,136,0.570983656439246
DEU,DEU,30,167.0,2.0,1.631578947368421,94.35890025347442,0.021708684,0.021708684,2,0.026319208130389533,0,0.373015873015873,141,0.587925323005361
POL,POL,9,36.0,3.0,1.894736842105263,0.36025641025641025,0.007002801,0.007002801,2,0.00918321816399529,0,0.8888888888888888,32,0.2914260037536562
THA,THA,10,34.0,3.0,1.9210526315789473,6.908687917278575,0.0077030812,0.0077030812,1,0.00990135644811503,0,0.5555555555555556,20,0.2111753421329738
SSD,SSD,3,14.0,4.0,2.360544217687075,0.0,0.0028011205,0.0028011205,0,0.0,0,0.0,0,0.0
IRL,IRL,5,6.0,3.0,1.9473684210526316,11.412860860367253,0.004201681,0.004201681,0,0.006497301582520668,0,0.6,6,0.1598245379816754
DZA,DZA,8,10.0,3.0,2.210526315789474,3.4242063492063495,0.006302521,0.006302521,0,0.008196104690575856,0,0.5714285714285714,12,0.14906033780483213
KOR,KOR,7,24.0,3.0,1.9605263157894737,3.3541989872872224,0.005602241,0.005602241,1,0.00824288600103229,0,0.5238095238095238,11,0.16242851218197618
PSE,PSE,11,231.0,3.0,1.881578947368421,4.828090227625832,0.008403362,0.008403362,4,0.011111646419015016,0,0.6181818181818182,34,0.2914223923454207
ITA,ITA,21,45.0,2.0,1.75,29.01120446774001,0.0154061625,0.0154061625,0,0.017919798213549106,0,0.5146198830409356,88,0.466659222497032
VEN,VEN,12,26.0,2.0,1.8421052631578947,15.082301699968633,0.009103642,0.009103642,4,0.012292419414356154,0,0.4090909090909091,27,0.25580078245527316
CHE,CHE,8,24.0,3.0,1.9736842105263157,3.2839807852965746,0.006302521,0.006302521,0,0.0079211661342298,0,0.6190476190476191,13,0.1801001731134906
CZE,CZE,4,5.0,5.0,2.63265306122449,18.161782995350773,0.0035014006,0.0035014006,0,0.0,0,0.0,0,0.0
SVK,SVK,4,5.0,4.0,2.3469387755102042,16.040259740259735,0.0035014006,0.0035014006,0,0.0,0,0.0,0,0.0
SAU,SAU,10,41.0,3.0,1.881578947368421,4.206721421853001,0.0077030812,0.0077030812,0,0.010388092368114648,0,0.6666666666666666,30,0.2553383010926591
ROU,ROU,3,3.0,5.0,2.5850340136054424,1.101984126984127,0.0028011205,0.0028011205,0,0.0,0,0.0,0,0.0
PRK,PRK,6,40.0,3.0,1.986842105263158,2.4020202020202017,0.004901961,0.004901961,1,0.007397681883937809,0,0.6666666666666666,10,0.142839979030701
HKG,HKG,5,25.0,3.0,1.986842105263158,0.0,0.004201681,0.004201681,1,0.0051942204986607935,0,1.0,6,0.14731379724339747
VNM,VNM,6,16.0,3.0,2.236842105263158,2.2106349206349205,0.004901961,0.004901961,1,0.007283897324207248,0,0.4,6,0.10892650461789113
GRC,GRC,5,20.0,3.0,2.1052631578947367,0.7088220551378446,0.004201681,0.004201681,1,0.005262758559197895,0,0.5,3,0.11512358515541633
