Id,Label,Degree,Weighted Degree,Eccentricity,Closeness Centrality,Betweenness Centrality,Authority,Hub,Modularity Class,PageRank,Component ID,Clustering Coefficient,Number of triangles,Eigenvector Centrality
CHN,CHN,66,549.0,3.0,1.6158940397350994,2031.2810773942322,0.045714285,0.045714285,1,0.04477574655794987,0,0.2,297,0.8522400380655998
JPN,JPN,12,104.0,4.0,2.1324503311258276,21.776746658054705,0.010612245,0.010612245,1,0.010932812766859028,0,0.5454545454545454,36,0.2641553534223717
RUS,RUS,42,660.0,3.0,1.8013245033112584,845.2617828125117,0.027755102,0.027755102,0,0.02626401437959125,0,0.3352272727272727,177,0.6292257978492838
ISR,ISR,22,309.0,4.0,2.013245033112583,157.30384482543585,0.017959183,0.017959183,2,0.017120392255506937,0,0.4714285714285714,99,0.4584314879454571
CYP,CYP,8,11.0,4.0,2.2980132450331126,2.970812914520006,0.007346939,0.007346939,3,0.007395297327925599,0,0.6428571428571429,18,0.20943912719060911
UKR,UKR,26,423.0,3.0,1.913907284768212,382.72102549371607,0.01877551,0.01877551,0,0.01841787365593595,0,0.4069264069264069,94,0.46363463764141705
USA,USA,89,821.0,3.0,1.4437086092715232,3781.3985833446454,0.054693878,0.054693878,1,0.053152622538753094,0,0.19067599067599067,409,1.0
SYR,SYR,31,196.0,3.0,1.8874172185430464,223.14355572898438,0.025306122,0.025306122,3,0.024222189109665473,0,0.3701149425287356,161,0.5904374093715236
PSE,PSE,21,276.0,3.0,2.0728476821192054,120.94754886572228,0.017142856,0.017142856,2,0.0164011282105454,0,0.43157894736842106,82,0.4084314189894839
FRA,FRA,43,235.0,3.0,1.7615894039735098,1204.494492215757,0.031020408,0.031020408,2,0.02998326165614906,0,0.31681681681681684,211,0.6736264637882358
ZMB,ZMB,1,2.0,4.0,2.6953642384105962,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
BRA,BRA,17,29.0,4.0,2.0927152317880795,37.64104056669058,0.014693878,0.014693878,1,0.014250447432087506,0,0.41911764705882354,57,0.34461632927452435
AUS,AUS,27,152.0,3.0,1.913907284768212,243.04115730178725,0.022040816,0.022040816,1,0.021140959672275455,0,0.40307692307692305,131,0.5387227100782858
