Id,Label,Degree,Weighted Degree,Eccentricity,Closeness Centrality,Betweenness Centrality,Authority,Hub,Modularity Class,PageRank,Component ID,Clustering Coefficient,Number of triangles,Eigenvector Centrality
CHN,CHN,76,389.0,3.0,1.5590062111801242,3204.289088991817,0.044595618,0.044595618,0,0.0438630527334554,0,0.2014519056261343,333,0.8762504152024833
JPN,JPN,12,50.0,4.0,2.0869565217391304,190.1167018868022,0.009070295,0.009070295,0,0.009257594123781708,0,0.5818181818181818,32,0.26220060531135775
CUB,CUB,32,431.0,3.0,1.9130434782608696,463.5692621499643,0.021919878,0.021919878,4,0.02078116792268016,0,0.35714285714285715,135,0.5183020659520996
USA,USA,87,1097.0,3.0,1.4906832298136645,3743.8915983289417,0.052910052,0.052910052,4,0.05172328856508694,0,0.18286445012787725,429,1.0
TUN,TUN,8,19.0,4.0,2.360248447204969,28.59924775153308,0.0060468633,0.0060468633,4,0.006791286345644901,0,0.5714285714285714,12,0.12535772741740847
ITA,ITA,26,80.0,3.0,1.9192546583850931,168.04389199285134,0.019652305,0.019652305,1,0.018115111401877385,0,0.4766666666666667,143,0.5463757064972989
ESP,ESP,24,44.0,4.0,2.018633540372671,224.73770551033715,0.01814059,0.01814059,4,0.01747784621328298,0,0.31620553359683795,80,0.4231730359040753
ZMB,ZMB,1,1.0,5.0,3.279503105590062,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
DZA,DZA,11,23.0,4.0,2.2360248447204967,149.70343105889364,0.007558579,0.007558579,1,0.00844821886623529,0,0.5,18,0.15885193764860825
CAN,CAN,21,63.0,3.0,1.9813664596273293,235.54602887170853,0.015117158,0.015117158,4,0.013893365821614078,0,0.5964912280701754,102,0.4689682451417654
RUS,RUS,51,485.0,3.0,1.7391304347826086,1431.7001694036614,0.030990174,0.030990174,1,0.029908969400152783,0,0.26794871794871794,209,0.6735252754281154
GBR,GBR,48,220.0,3.0,1.763975155279503,872.9418900176116,0.03250189,0.03250189,0,0.030814693165298886,0,0.2845528455284553,245,0.7361233905012233
PRK,PRK,15,189.0,4.0,2.031055900621118,32.951009639772934,0.012093727,0.012093727,4,0.011772987831093821,0,0.5714285714285714,60,0.35047650619936976
SYR,SYR,34,239.0,3.0,1.8944099378881987,427.80768602220826,0.024187453,0.024187453,2,0.022401120320133264,0,0.3870967741935484,180,0.610682521810003
GRC,GRC,13,54.0,4.0,2.2049689440993787,53.843961550415614,0.008314437,0.008314437,1,0.00800624548925411,0,0.8222222222222222,37,0.2656290163810548
HKG,HKG,6,42.0,4.0,2.248447204968944,15.394895790484027,0.0037792895,0.0037792895,0,0.00429132279246409,0,0.8333333333333334,5,0.13495054462791953
BGR,BGR,6,8.0,4.0,2.4906832298136647,2.089786626935996,0.005291005,0.005291005,2,0.005523782171982728,0,0.4666666666666667,7,0.13721922615754276
IRN,IRN,20,159.0,3.0,1.9937888198757765,164.38125300358163,0.015117158,0.015117158,2,0.014139877791553299,0,0.5321637426900585,91,0.4438084860084119
GIN,GIN,9,18.0,4.0,2.4347826086956523,212.71094281277715,0.0045351475,0.0045351475,0,0.005651591123389095,0,0.7,7,0.07872968398676526
SLE,SLE,11,28.0,4.0,2.1490683229813663,35.068822485227784,0.009070295,0.009070295,0,0.009642445874977397,0,0.4909090909090909,27,0.23108227369692885
AUS,AUS,30,77.0,3.0,1.906832298136646,309.19838701329,0.022675738,0.022675738,2,0.021278953859595582,0,0.37192118226600984,151,0.5641963214484895
