Id,Label,Degree,Weighted Degree,Eccentricity,Closeness Centrality,Betweenness Centrality,Authority,Hub,Modularity Class,PageRank,Component ID,Clustering Coefficient,Number of triangles,Eigenvector Centrality
IRQ,IRQ,27,282.0,4.0,1.9602649006622517,145.05181191316862,0.023870418,0.023870418,2,0.02270164332390378,0,0.42735042735042733,150,0.5828462274114593
RUS,RUS,50,512.0,4.0,1.7483443708609272,1813.9735492273735,0.032395568,0.032395568,0,0.03161251793979967,0,0.2957957957957958,197,0.6934567841450674
ESP,ESP,39,92.0,4.0,1.8675496688741722,492.11435260325374,0.030690538,0.030690538,1,0.029364501296905345,0,0.292436974789916,174,0.6549959354059135
USA,USA,83,751.0,3.0,1.4701986754966887,3778.2419247038843,0.052855924,0.052855924,1,0.0510852097224224,0,0.21475409836065573,393,1.0
IRN,IRN,23,114.0,3.0,1.9801324503311257,107.05588004302301,0.020460358,0.020460358,1,0.019894363357276117,0,0.41106719367588934,104,0.4959439558068505
UKR,UKR,28,348.0,4.0,1.9602649006622517,307.6100011812185,0.021312874,0.021312874,0,0.020753959533870107,0,0.33695652173913043,93,0.4786319372169407
HKG,HKG,12,146.0,4.0,2.1125827814569536,40.78462242744757,0.010230179,0.010230179,1,0.010192572909763354,0,0.5636363636363636,31,0.28533334999335214
ZAF,ZAF,10,26.0,4.0,2.172185430463576,199.4441510054849,0.0076726344,0.0076726344,1,0.008077740230902882,0,0.7142857142857143,20,0.2085935700422616
SYR,SYR,29,461.0,4.0,1.966887417218543,288.9193323307073,0.024722932,0.024722932,2,0.02424470407925112,0,0.3783068783068783,143,0.5555510899000825
VAT,VAT,17,40.0,4.0,2.152317880794702,35.68987766615846,0.014492754,0.014492754,1,0.013970263096841153,0,0.48333333333333334,58,0.37783942645205804
GRC,GRC,5,6.0,4.0,2.4966887417218544,11.385326928518253,0.0042625745,0.0042625745,2,0.004965193915247161,0,0.6666666666666666,4,0.10792364710502872
CHN,CHN,47,419.0,3.0,1.7483443708609272,1375.5746091973278,0.034100596,0.034100596,1,0.03356199880670186,0,0.24426450742240216,181,0.6788399914488468
PRK,PRK,12,82.0,4.0,2.1258278145695364,82.27586502813081,0.009377664,0.009377664,1,0.00959786227342273,0,0.5777777777777777,26,0.2517117621195364
KOR,KOR,5,38.0,4.0,2.3311258278145695,0.9609649122807018,0.0051150895,0.0051150895,1,0.005907535746820887,0,0.8,8,0.11359499755024752
YEM,YEM,5,8.0,4.0,2.384105960264901,0.33928571428571425,0.0051150895,0.0051150895,1,0.00559790992101243,0,0.9,9,0.14037210094456562
LBR,LBR,13,56.0,4.0,2.1456953642384105,32.47920475687166,0.011082694,0.011082694,1,0.011053382250652615,0,0.5606060606060606,37,0.2972590981592985
COL,COL,18,57.0,4.0,2.0794701986754967,219.27877407610492,0.014492754,0.014492754,1,0.014338532644231735,0,0.5166666666666667,62,0.34486523004031633
LBN,LBN,10,58.0,4.0,2.2649006622516556,13.3640814325406,0.009377664,0.009377664,2,0.009487685598878633,0,0.5777777777777777,26,0.2356869946182782
NGA,NGA,17,49.0,4.0,2.0927152317880795,431.58862063943127,0.012787724,0.012787724,1,0.012948612771093614,0,0.43956043956043955,40,0.3100082428575493
MLI,MLI,9,34.0,4.0,2.3443708609271523,340.85800115810633,0.0051150895,0.0051150895,0,0.005910683271470742,0,0.6,6,0.11095911210492447
GBR,GBR,54,383.0,3.0,1.7086092715231789,1165.6079292912725,0.042625748,0.042625748,4,0.04112169425168634,0,0.2465986394557823,290,0.8543668920080227
CAN,CAN,30,103.0,4.0,1.9403973509933774,267.07584520080286,0.023870418,0.023870418,2,0.022640765304114394,0,0.38746438746438744,136,0.5697231214150313
IND,IND,23,118.0,4.0,1.9602649006622517,394.2407639049486,0.017902814,0.017902814,4,0.017895513669763292,0,0.33157894736842103,63,0.38462914735498127
ROU,ROU,3,3.0,4.0,2.437086092715232,5.038186461165999,0.0,0.0,0,0.0,0,0.0,0,0.0
TUR,TUR,27,324.0,4.0,2.0264900662251657,173.2685044009306,0.023017902,0.023017902,2,0.022260203804909288,0,0.37538461538461537,122,0.5334578615236958
GIN,GIN,12,32.0,4.0,2.23841059602649,41.74416678093363,0.010230179,0.010230179,1,0.010496833393226893,0,0.43636363636363634,24,0.2200020645745477
MEX,MEX,10,32.0,4.0,2.3245033112582782,33.97655640499999,0.0068201195,0.0068201195,1,0.007521925035183101,0,0.5238095238095238,11,0.16349586959881962
BEL,BEL,23,62.0,4.0,2.0397350993377485,277.06146973797263,0.017902814,0.017902814,0,0.01687387226766157,0,0.531578947368421,101,0.4885726648061208
POL,POL,8,37.0,4.0,2.225165562913907,72.04878852327637,0.0068201195,0.0068201195,0,0.0072310983002785885,0,0.6190476190476191,13,0.17231373601023536
SDN,SDN,12,35.0,4.0,2.172185430463576,71.80658121977784,0.008525149,0.008525149,1,0.008679512772464459,0,0.6388888888888888,23,0.23978959321527207
ISR,ISR,23,232.0,4.0,2.052980132450331,88.67748305871348,0.020460358,0.020460358,3,0.019553914514884276,0,0.41106719367588934,104,0.5037507544709365
JOR,JOR,6,16.0,4.0,2.6821192052980134,0.31516516516516513,0.0059676045,0.0059676045,3,0.00630470551578182,0,0.8,12,0.13929530588599764
FRA,FRA,42,219.0,3.0,1.814569536423841,874.8731366135162,0.030690538,0.030690538,0,0.029135815423556595,0,0.3310924369747899,197,0.6866936660022422
DZA,DZA,7,20.0,4.0,2.443708609271523,22.869338483154273,0.0059676045,0.0059676045,0,0.006758143832600355,0,0.4,6,0.12249920635466674
