Id,Label,Degree,Weighted Degree,Eccentricity,Closeness Centrality,Betweenness Centrality,Authority,Hub,Modularity Class,PageRank,Component ID,Clustering Coefficient,Number of triangles,Eigenvector Centrality
IRN,IRN,30,270.0,3.0,1.896103896103896,429.6943125926751,0.020304568,0.020304568,1,0.0193982400866454,0,0.3475783475783476,122,0.49313858036579594
USA,USA,91,960.0,3.0,1.4415584415584415,3512.8549879341,0.053662073,0.053662073,0,0.05171126218494332,0,0.17427701674277016,458,1.0
NPL,NPL,25,147.0,3.0,1.9610389610389611,277.05474582917236,0.017403916,0.017403916,0,0.016685714821246766,0,0.37549407114624506,95,0.4318671066376221
IND,IND,21,137.0,4.0,2.0,119.20462043839046,0.015228426,0.015228426,3,0.014935507446311771,0,0.3473684210526316,66,0.36450084673814287
IRL,IRL,11,32.0,4.0,2.116883116883117,11.864417151580001,0.008701958,0.008701958,7,0.008592693182456309,0,0.5636363636363636,31,0.26144330502637003
SAU,SAU,21,255.0,4.0,2.0844155844155843,102.40329547375747,0.014503263,0.014503263,1,0.0143407145568727,0,0.34502923976608185,59,0.3061598853503961
YEM,YEM,19,287.0,4.0,2.0454545454545454,147.03553523260615,0.013052937,0.013052937,1,0.012836931995310358,0,0.41911764705882354,57,0.3261409678357325
SYR,SYR,26,253.0,4.0,2.0,169.4770216812259,0.018854242,0.018854242,0,0.018114847100921195,0,0.35,105,0.4393614638789187
FRA,FRA,41,279.0,3.0,1.7987012987012987,722.9556768925861,0.028281363,0.028281363,0,0.0270753059516288,0,0.28591749644381226,201,0.6405303515209162
CUB,CUB,21,227.0,3.0,1.9675324675324675,126.34743247635126,0.01595359,0.01595359,0,0.015494392254899307,0,0.37142857142857144,78,0.3785657155360558
BDI,BDI,13,40.0,4.0,2.103896103896104,198.68592871750477,0.007976795,0.007976795,2,0.008377922981682892,0,0.4,18,0.21076262688003441
IDN,IDN,13,77.0,4.0,2.175324675324675,31.34106621159988,0.009427121,0.009427121,3,0.009520956775581868,0,0.48484848484848486,32,0.21449484652838513
CHN,CHN,66,517.0,3.0,1.6103896103896105,2321.9585036867975,0.039883975,0.039883975,3,0.03948271894805295,0,0.19217330538085256,275,0.7638272002080551
CAN,CAN,20,43.0,3.0,2.0064935064935066,73.23042325757109,0.015228426,0.015228426,0,0.014815823861907804,0,0.3684210526315789,70,0.38037396213665353
IRQ,IRQ,16,129.0,4.0,2.0779220779220777,64.71218640667253,0.0123277735,0.0123277735,0,0.012196872056770846,0,0.44166666666666665,53,0.3308774555070384
ARG,ARG,16,24.0,4.0,2.1363636363636362,182.7602342587904,0.01160261,0.01160261,3,0.011177594084191451,0,0.45714285714285713,48,0.2918349969494461
UKR,UKR,24,213.0,3.0,1.9545454545454546,221.80804499439003,0.015228426,0.015228426,6,0.01476883336260354,0,0.4421052631578947,84,0.4030602631782794
DEU,DEU,36,199.0,3.0,1.8506493506493507,304.1579898630804,0.02538071,0.02538071,6,0.024092724790955707,0,0.3172905525846702,178,0.5996550753254535
PSE,PSE,13,163.0,4.0,2.2012987012987013,14.452679824357563,0.010152284,0.010152284,7,0.009825109202077867,0,0.5,39,0.25899117565975416
MEX,MEX,19,55.0,4.0,2.012987012987013,54.39417180981782,0.014503263,0.014503263,0,0.013696276756473589,0,0.49707602339181284,85,0.40689732908279946
ESP,ESP,34,90.0,3.0,1.8896103896103895,589.7089136954058,0.021029731,0.021029731,0,0.02031505504264314,0,0.30687830687830686,116,0.4868365319306085
PRK,PRK,9,90.0,3.0,2.0844155844155843,6.3109733952308344,0.0072516315,0.0072516315,4,0.007275540682986547,0,0.6666666666666666,24,0.23680970828557138
KEN,KEN,10,25.0,4.0,2.2012987012987013,11.842398886446682,0.007976795,0.007976795,0,0.008459185474314608,0,0.5333333333333333,24,0.1796938365967583
GBR,GBR,54,235.0,3.0,1.6883116883116882,920.5514899591301,0.036258157,0.036258157,0,0.034526331268983294,0,0.23809523809523808,280,0.7686274697701796
FIN,FIN,3,5.0,4.0,2.655844155844156,0.25,0.0,0.0,0,0.0,0,0.0,0,0.0
BEL,BEL,20,39.0,3.0,2.0064935064935066,180.12646179221332,0.0137781,0.0137781,2,0.013232644218869275,0,0.43137254901960786,66,0.3665548074111327
SDN,SDN,7,34.0,4.0,2.2532467532467533,4.323517985282692,0.005801305,0.005801305,5,0.006360933591126606,0,0.6190476190476191,13,0.13711711108734842
AUS,AUS,27,73.0,4.0,1.9805194805194806,370.976425891446,0.017403916,0.017403916,3,0.017714183729045464,0,0.2766798418972332,70,0.3612966684366917
JPN,JPN,19,77.0,3.0,2.0584415584415585,200.08387541481233,0.0137781,0.0137781,3,0.013549570544385827,0,0.33986928104575165,52,0.3203109672948969
PAK,PAK,12,66.0,4.0,2.1623376623376624,56.773394024618284,0.008701958,0.008701958,3,0.008780481017729344,0,0.4727272727272727,26,0.21775058514336634
ISR,ISR,21,182.0,4.0,2.0324675324675323,83.4083894701335,0.01595359,0.01595359,7,0.015418819877378932,0,0.3952380952380952,83,0.39963471657279176
AFG,AFG,13,56.0,4.0,2.1493506493506493,15.758296056741036,0.010152284,0.010152284,0,0.009996400862885444,0,0.47435897435897434,37,0.2739699995434794
ROU,ROU,4,5.0,4.0,2.564935064935065,2.99579803433225,0.0,0.0,0,0.0,0,0.0,0,0.0
RUS,RUS,50,414.0,3.0,1.7467532467532467,1197.1313051500567,0.031182015,0.031182015,6,0.03012248845817447,0,0.24274099883855982,209,0.661502565286649
LBR,LBR,2,5.0,4.0,2.292207792207792,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
COL,COL,20,54.0,4.0,2.0584415584415585,199.30707310894547,0.014503263,0.014503263,0,0.013820603531515723,0,0.5087719298245614,87,0.3727666812987622
GRC,GRC,17,81.0,3.0,2.0,134.3135866153173,0.010877447,0.010877447,6,0.010665920807057371,0,0.6043956043956044,55,0.3360836186852155
ITA,ITA,32,98.0,3.0,1.87012987012987,382.1017284966314,0.022480058,0.022480058,7,0.02096926473878148,0,0.367816091954023,160,0.5676187665744198
GIN,GIN,5,34.0,4.0,2.344155844155844,26.805693326281553,0.0029006526,0.0029006526,3,0.0036316426004071463,0,0.6666666666666666,2,0.07377856943462766
TUR,TUR,22,94.0,4.0,2.0064935064935066,408.2736988643694,0.0137781,0.0137781,0,0.013568548368559858,0,0.48366013071895425,74,0.364498737760198
ZAF,ZAF,4,9.0,4.0,2.3636363636363638,153.75952380952378,0.0,0.0,0,0.0,0,0.0,0,0.0
BRA,BRA,23,67.0,3.0,1.9935064935064934,90.6340925465344,0.016678752,0.016678752,3,0.015744553173289343,0,0.42424242424242425,98,0.41707039150158803
VEN,VEN,13,51.0,4.0,2.1623376623376624,13.621195718772716,0.010152284,0.010152284,0,0.009725897230111066,0,0.6282051282051282,49,0.26474915787357856
LBN,LBN,5,41.0,4.0,2.2987012987012987,0.40426037377256885,0.004350979,0.004350979,0,0.004695950292675687,0,0.8,8,0.13725760635690565
DZA,DZA,9,18.0,4.0,2.292207792207792,17.16202415968752,0.0072516315,0.0072516315,7,0.007556944818623335,0,0.5,18,0.17185883366746127
NZL,NZL,5,8.0,4.0,2.220779220779221,0.8082880844645551,0.004350979,0.004350979,3,0.004739173001705412,0,0.9,9,0.15217483016463887
TJK,TJK,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
MDG,MDG,1,1.0,4.0,2.603896103896104,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
SOM,SOM,11,24.0,4.0,2.227272727272727,14.76753887217438,0.008701958,0.008701958,0,0.009163208202497306,0,0.4727272727272727,26,0.18508348803736277
AGO,AGO,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
MMR,MMR,8,45.0,4.0,2.2337662337662336,7.874691968602462,0.0065264683,0.0065264683,3,0.0069947887889676,0,0.6071428571428571,17,0.14557725112411898
NGA,NGA,13,35.0,4.0,2.1233766233766236,243.49072692895632,0.0072516315,0.0072516315,0,0.008058754394309517,0,0.4722222222222222,17,0.19239019033327115
LVA,LVA,5,8.0,4.0,2.4545454545454546,0.13813813813813813,0.004350979,0.004350979,6,0.004699263776958489,0,0.9,9,0.12947067261771097
BGD,BGD,12,35.0,4.0,2.2662337662337664,19.015201650174447,0.009427121,0.009427121,3,0.009686394492230885,0,0.36363636363636365,24,0.17699945036829176
SLV,SLV,4,6.0,4.0,2.324675324675325,1.3661917844905298,0.0,0.0,0,0.0,0,0.0,0,0.0
HND,HND,5,6.0,4.0,2.3376623376623376,2.030952380952381,0.0036258157,0.0036258157,0,0.004243100585127573,0,0.6666666666666666,4,0.0882974992370469
SGP,SGP,7,19.0,4.0,2.1948051948051948,16.415651767592475,0.005801305,0.005801305,1,0.0061217949746007515,0,0.5714285714285714,12,0.16646047458055657
