Id,Label,Degree,Weighted Degree,Eccentricity,Closeness Centrality,Betweenness Centrality,Authority,Hub,Modularity Class,PageRank,Component ID,Clustering Coefficient,Number of triangles,Eigenvector Centrality
GBR,GBR,51,279.0,3.0,1.730263157894737,897.5320814741603,0.03885135,0.03885135,0,0.037013290273608265,0,0.2878787878787879,285,0.8433661895578469
SAU,SAU,21,47.0,4.0,2.0723684210526314,142.73006416405593,0.016891891,0.016891891,0,0.015960893165274156,0,0.5087719298245614,87,0.4501034005381099
RUS,RUS,51,836.0,3.0,1.7236842105263157,1379.8671572579237,0.03631757,0.03631757,1,0.0358448739348704,0,0.26713124274099886,230,0.7530672810153872
USA,USA,81,867.0,3.0,1.506578947368421,3275.341595042898,0.05152027,0.05152027,0,0.049839746463341904,0,0.2248587570621469,398,1.0
UKR,UKR,30,968.0,4.0,1.9276315789473684,427.9549560894164,0.019425675,0.019425675,1,0.019249793250690473,0,0.42424242424242425,98,0.47667541600761304
TCD,TCD,4,39.0,4.0,2.960526315789474,151.0,0.0,0.0,0,0.0,0,0.0,0,0.0
CMR,CMR,4,17.0,4.0,2.9342105263157894,3.2484848484848485,0.0,0.0,0,0.0,0,0.0,0,0.0
ISR,ISR,21,188.0,4.0,2.039473684210526,73.67590151386698,0.018581081,0.018581081,0,0.017829753446276353,0,0.4523809523809524,95,0.46344856274247254
GRC,GRC,27,244.0,3.0,1.9144736842105263,588.2651110422559,0.018581081,0.018581081,1,0.018286886973851994,0,0.45714285714285713,96,0.4710492951284777
VAT,VAT,22,86.0,4.0,2.0526315789473686,342.98712687796296,0.015202703,0.015202703,3,0.014609873257925107,0,0.5294117647058824,72,0.399684214370302
KHM,KHM,4,8.0,4.0,2.3421052631578947,0.5,0.0,0.0,0,0.0,0,0.0,0,0.0
THA,THA,6,17.0,4.0,2.335526315789474,3.825240037740037,0.0050675673,0.0050675673,0,0.005775070852609609,0,0.6,6,0.1234750951689943
EGY,EGY,24,222.0,3.0,2.0657894736842106,84.06809682467974,0.021114865,0.021114865,3,0.020060735992566626,0,0.38405797101449274,106,0.4998355439790709
AFG,AFG,7,66.0,4.0,2.2697368421052633,3.3600030361795064,0.006756757,0.006756757,0,0.007096024404455454,0,0.6666666666666666,14,0.19621277283968966
BLR,BLR,10,180.0,4.0,2.111842105263158,2.8853679490444186,0.009290541,0.009290541,1,0.009138039133135567,0,0.8444444444444444,38,0.3037553842001312
DNK,DNK,11,46.0,4.0,2.2302631578947367,32.25799174040725,0.010135135,0.010135135,0,0.010448647446283326,0,0.4727272727272727,26,0.24999498821617366
CAN,CAN,18,54.0,4.0,2.0657894736842106,44.58555082113851,0.016047297,0.016047297,0,0.015259351308173299,0,0.5163398692810458,79,0.4374780260313639
NLD,NLD,10,17.0,4.0,2.2171052631578947,18.968184474315834,0.009290541,0.009290541,0,0.00945421625543786,0,0.5555555555555556,25,0.2628457586482974
BGD,BGD,2,13.0,4.0,2.4802631578947367,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
TUR,TUR,29,159.0,3.0,1.9013157894736843,342.87799670818646,0.024493244,0.024493244,0,0.023054293261672295,0,0.3968253968253968,150,0.6023919802436343
SYR,SYR,27,253.0,4.0,2.0328947368421053,169.36736995378322,0.02195946,0.02195946,0,0.021123759651016663,0,0.41333333333333333,124,0.5184793240061553
FRA,FRA,40,520.0,3.0,1.8026315789473684,804.3923444916667,0.030405406,0.030405406,1,0.028849297005475557,0,0.334453781512605,199,0.700800572251792
ZWE,ZWE,2,5.0,4.0,2.6052631578947367,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
TZA,TZA,1,1.0,4.0,2.6184210526315788,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
COG,COG,4,8.0,4.0,2.460526315789474,39.30234748911219,0.0,0.0,0,0.0,0,0.0,0,0.0
KOR,KOR,5,16.0,4.0,2.3289473684210527,1.152020202020202,0.0050675673,0.0050675673,0,0.005862153333440005,0,0.7,7,0.12476143116805143
CAF,CAF,4,4.0,4.0,2.4539473684210527,21.860872297636995,0.0,0.0,0,0.0,0,0.0,0,0.0
SOM,SOM,11,23.0,4.0,2.223684210526316,10.12875801013572,0.010135135,0.010135135,0,0.010443561236044235,0,0.5454545454545454,30,0.25498050570738523
AUS,AUS,19,96.0,4.0,2.111842105263158,68.46169229746815,0.015202703,0.015202703,3,0.015020401876000232,0,0.4485294117647059,61,0.37373695202747975
LBY,LBY,19,200.0,4.0,2.013157894736842,103.56951808797467,0.016047297,0.016047297,3,0.015645982711776297,0,0.46405228758169936,71,0.4079059051351819
DEU,DEU,38,616.0,4.0,1.861842105263158,387.2986183582067,0.03125,0.03125,1,0.02981098245385771,0,0.35079365079365077,221,0.7199715682804393
NOR,NOR,5,9.0,4.0,2.3552631578947367,3.229295161435515,0.0050675673,0.0050675673,0,0.005612361080232173,0,0.4,4,0.12550006621441429
PSE,PSE,15,98.0,4.0,2.223684210526316,37.33807547869597,0.013513514,0.013513514,0,0.013452228400766177,0,0.3904761904761905,41,0.3125501263867271
HRV,HRV,6,30.0,4.0,2.598684210526316,75.59902709960645,0.004222973,0.004222973,2,0.005124623022950932,0,0.8333333333333334,5,0.08160244014132816
SRB,SRB,7,38.0,4.0,2.5460526315789473,13.069308895949847,0.006756757,0.006756757,2,0.008073723577729518,0,0.42857142857142855,9,0.12086808819160286
LSO,LSO,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
ZAF,ZAF,11,19.0,4.0,2.1184210526315788,48.69140627944835,0.009290541,0.009290541,0,0.009695462182232422,0,0.5555555555555556,25,0.2507668652578909
NAM,NAM,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
IRQ,IRQ,15,113.0,4.0,2.2171052631578947,51.920004065331504,0.012668919,0.012668919,0,0.012523853895920416,0,0.5494505494505495,50,0.3341149352028748
IRN,IRN,26,164.0,4.0,1.993421052631579,71.7893228666322,0.022804054,0.022804054,0,0.021170821696716875,0,0.4276923076923077,139,0.5733863729691656
PAK,PAK,9,60.0,4.0,2.151315789473684,3.7503145825207245,0.008445946,0.008445946,0,0.00853362717384297,0,0.6944444444444444,25,0.24941178931457758
CHN,CHN,65,319.0,3.0,1.625,2404.339536621647,0.039695945,0.039695945,0,0.03916825876498107,0,0.24347826086956523,252,0.7942712016435682
VEN,VEN,20,59.0,4.0,2.0921052631578947,139.36437546275988,0.016047297,0.016047297,0,0.015377446506437388,0,0.46405228758169936,71,0.38881795817676185
CHE,CHE,16,43.0,4.0,2.0328947368421053,166.60412125062973,0.013513514,0.013513514,0,0.012906423599118182,0,0.6952380952380952,73,0.405133304361658
ARG,ARG,23,74.0,4.0,2.039473684210526,328.1151252799831,0.017736487,0.017736487,0,0.017307302600261323,0,0.42105263157894735,80,0.41650826636404004
BEL,BEL,17,43.0,4.0,2.0921052631578947,177.74260468980546,0.013513514,0.013513514,1,0.013246144989351751,0,0.5714285714285714,60,0.36551501116609597
JOR,JOR,17,99.0,4.0,2.1907894736842106,74.1847152452822,0.014358108,0.014358108,0,0.013640315598793173,0,0.6166666666666667,74,0.3911381490633494
HKG,HKG,3,24.0,4.0,2.5723684210526314,2.08495670995671,0.0,0.0,0,0.0,0,0.0,0,0.0
ESP,ESP,28,81.0,4.0,1.9013157894736843,310.9492261049604,0.02195946,0.02195946,0,0.02060926034829333,0,0.48333333333333334,145,0.5626341951054004
IND,IND,24,103.0,4.0,2.026315789473684,145.06491126828774,0.018581081,0.018581081,0,0.018178135536093386,0,0.3761904761904762,79,0.43203253042415757
YEM,YEM,14,99.0,4.0,2.1184210526315788,23.005399506085563,0.011824325,0.011824325,0,0.011196330711364517,0,0.6794871794871795,53,0.3750536637372043
TWN,TWN,2,12.0,4.0,2.361842105263158,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
ARE,ARE,13,36.0,4.0,2.1710526315789473,21.396683848909575,0.01097973,0.01097973,0,0.010608702837452867,0,0.6060606060606061,40,0.3136565356702517
PHL,PHL,11,28.0,4.0,2.1710526315789473,39.529865144687,0.008445946,0.008445946,0,0.008521169944473078,0,0.6944444444444444,25,0.2580978410803339
MYS,MYS,6,16.0,4.0,2.263157894736842,3.3989441114441092,0.0059121624,0.0059121624,0,0.006414866781823908,0,0.6,9,0.15831651280806108
IDN,IDN,9,63.0,4.0,2.3092105263157894,23.9949903921643,0.0076013515,0.0076013515,3,0.008093735970257343,0,0.4642857142857143,13,0.1710924145489817
ITA,ITA,28,98.0,4.0,1.9342105263157894,335.36200200180264,0.02195946,0.02195946,3,0.020952805455716265,0,0.38666666666666666,116,0.5239440248301523
NGA,NGA,17,61.0,3.0,2.0065789473684212,616.4416840175509,0.011824325,0.011824325,4,0.01245045985764694,0,0.48717948717948717,38,0.3028799505635555
COL,COL,14,36.0,4.0,2.2828947368421053,276.21340566312466,0.01097973,0.01097973,0,0.010921374034188028,0,0.5,33,0.2441809754400353
