Id,Label,Degree,Weighted Degree,Eccentricity,Closeness Centrality,Betweenness Centrality,Authority,Hub,Modularity Class,PageRank,Component ID,Clustering Coefficient,Number of triangles,Eigenvector Centrality
RUS,RUS,35,1266.0,4.0,1.9662162162162162,725.2864196969241,0.033290654,0.033290654,1,0.03171433842257534,0,0.37,111,0.6073659080019825
USA,USA,78,879.0,3.0,1.527027027027027,4454.493344815446,0.07426377,0.07426377,1,0.0731725431665786,0,0.17230576441102757,275,1.0
UKR,UKR,38,1299.0,4.0,1.912162162162162,1052.4925930219988,0.03585147,0.03585147,1,0.035284394493939455,0,0.31054131054131057,109,0.6101214958315923
CHN,CHN,38,326.0,4.0,1.912162162162162,900.6098246126695,0.034571063,0.034571063,2,0.033067934893163675,0,0.3384615384615385,110,0.6044900242010807
MYS,MYS,24,180.0,4.0,2.081081081081081,532.8634964342144,0.023047375,0.023047375,2,0.022321008652153036,0,0.4338235294117647,59,0.42754932045063576
SYR,SYR,24,130.0,4.0,2.074324324324324,364.0204229413639,0.028169014,0.028169014,3,0.027572756173933993,0,0.3523809523809524,74,0.4840357260815268
YEM,YEM,1,1.0,4.0,2.52027027027027,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
NGA,NGA,18,26.0,4.0,2.1216216216216215,605.4722446051788,0.016645327,0.016645327,0,0.016206202459900853,0,0.45454545454545453,30,0.3311846289003652
PAK,PAK,5,10.0,5.0,2.72972972972973,1.9047619047619047,0.0076824585,0.0076824585,2,0.007882583167616513,0,0.7,7,0.13554124393262565
VAT,VAT,12,69.0,4.0,2.304054054054054,195.74875368862945,0.015364917,0.015364917,1,0.01569153974556047,0,0.34545454545454546,19,0.25025104287072086
EGY,EGY,13,31.0,4.0,2.22972972972973,113.19989401455074,0.016645327,0.016645327,3,0.016625485571500058,0,0.4696969696969697,31,0.30263173543452065
NOR,NOR,2,3.0,5.0,2.8378378378378377,0.7727272727272726,0.0,0.0,0,0.0,0,0.0,0,0.0
THA,THA,10,17.0,4.0,2.304054054054054,37.41916786916787,0.0128040975,0.0128040975,2,0.01272622125752012,0,0.4444444444444444,16,0.24703373905859408
ITA,ITA,22,44.0,4.0,2.0472972972972974,153.93982068774397,0.028169014,0.028169014,0,0.026591978417495842,0,0.38571428571428573,81,0.5198799986596546
IND,IND,15,88.0,4.0,2.1824324324324325,205.49888887947918,0.017925736,0.017925736,2,0.01716637213559347,0,0.5897435897435898,46,0.36888759694981477
SAU,SAU,11,41.0,4.0,2.331081081081081,61.907488476156544,0.014084507,0.014084507,3,0.01487904047070303,0,0.3333333333333333,15,0.2150753408564413
FRA,FRA,35,179.0,3.0,1.8918918918918919,1267.1008912326915,0.040973112,0.040973112,2,0.04094627440694651,0,0.24516129032258063,114,0.6299920358723228
AFG,AFG,14,36.0,4.0,2.2364864864864864,232.23600927142505,0.014084507,0.014084507,1,0.013715350384931196,0,0.6888888888888889,31,0.31032908994282105
BFA,BFA,1,1.0,6.0,4.304054054054054,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
TCD,TCD,2,5.0,5.0,3.310810810810811,147.0,0.0,0.0,0,0.0,0,0.0,0,0.0
PRK,PRK,7,43.0,4.0,2.331081081081081,9.01839730317991,0.010243278,0.010243278,2,0.010250284287822807,0,0.6666666666666666,14,0.21652390641013253
JPN,JPN,18,65.0,4.0,2.141891891891892,344.8171306975206,0.019206146,0.019206146,2,0.018387630127840917,0,0.5934065934065934,54,0.40285059035331466
UGA,UGA,7,15.0,4.0,2.3986486486486487,205.99409022350198,0.005121639,0.005121639,1,0.005688580144717073,0,0.6666666666666666,2,0.11613890152666002
GBR,GBR,38,191.0,4.0,1.8986486486486487,871.0514999913521,0.03841229,0.03841229,1,0.03671424416857387,0,0.3251231527093596,132,0.673314151108876
BRA,BRA,10,14.0,4.0,2.2905405405405403,99.30551241912931,0.011523687,0.011523687,0,0.011527470304167762,0,0.6071428571428571,17,0.22993499446992904
ESP,ESP,16,34.0,4.0,2.1824324324324325,216.6012980519055,0.019206146,0.019206146,3,0.018759362922227688,0,0.46153846153846156,42,0.38097045337500673
CHL,CHL,13,18.0,4.0,2.2905405405405403,108.64227292962347,0.016645327,0.016645327,0,0.017078595544838787,0,0.42424242424242425,28,0.2638533880295861
CUB,CUB,7,13.0,4.0,2.3378378378378377,25.172440376387748,0.008962868,0.008962868,0,0.009488602231388935,0,0.5333333333333333,8,0.17421300330130032
COL,COL,5,5.0,4.0,2.472972972972973,0.5333333333333333,0.0076824585,0.0076824585,0,0.008482791611482767,0,0.8,8,0.11782383617839474
CAN,CAN,18,47.0,4.0,2.081081081081081,126.33623407108935,0.023047375,0.023047375,2,0.02196145196098765,0,0.4632352941176471,63,0.47036528647189135
TUR,TUR,9,33.0,4.0,2.2837837837837838,53.30820380170226,0.011523687,0.011523687,3,0.011290243923925025,0,0.5714285714285714,16,0.25041449513207403
SDN,SDN,2,13.0,5.0,3.4662162162162162,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
ZAF,ZAF,4,5.0,4.0,2.391891891891892,5.0015873015873025,0.0,0.0,0,0.0,0,0.0,0,0.0
GIN,GIN,7,8.0,4.0,2.77027027027027,388.6024313491805,0.0038412292,0.0038412292,0,0.004656091093769605,0,0.0,0,0.05570046147352527
AUS,AUS,27,103.0,4.0,2.074324324324324,531.3321821508306,0.028169014,0.028169014,2,0.02689835878870301,0,0.38095238095238093,80,0.51116208008329
KOR,KOR,7,33.0,4.0,2.364864864864865,7.071735209235209,0.010243278,0.010243278,2,0.010267780954776123,0,0.6190476190476191,13,0.2026847979834877
IRN,IRN,19,88.0,4.0,2.1554054054054053,287.96310018866177,0.021766966,0.021766966,3,0.02115025774543958,0,0.425,51,0.4059474438104334
ISR,ISR,16,164.0,4.0,2.2094594594594597,75.03114760140858,0.021766966,0.021766966,3,0.02137425938748853,0,0.325,39,0.35952891386395636
VEN,VEN,14,32.0,4.0,2.2837837837837838,68.1831803509242,0.017925736,0.017925736,0,0.01834099411106046,0,0.3717948717948718,29,0.262666522487257
CAF,CAF,9,16.0,4.0,2.331081081081081,447.74314472077634,0.010243278,0.010243278,2,0.010623383523651683,0,0.5238095238095238,11,0.19974764242270773
RWA,RWA,6,11.0,4.0,2.391891891891892,151.00952380952378,0.0064020487,0.0064020487,2,0.006909938543302954,0,1.0,6,0.13878196130099538
LBY,LBY,10,28.0,4.0,2.331081081081081,173.90541681085796,0.011523687,0.011523687,2,0.011693918206294769,0,0.42857142857142855,12,0.2105989763185747
LBN,LBN,7,34.0,4.0,2.324324324324324,14.159459984459984,0.008962868,0.008962868,3,0.009096085084548539,0,0.6666666666666666,10,0.19858355639517414
CHE,CHE,9,10.0,4.0,2.3445945945945947,256.2511275274433,0.010243278,0.010243278,0,0.010265426584061332,0,0.5714285714285714,12,0.21825732508912482
PAN,PAN,4,8.0,5.0,3.0,2.573809523809524,0.0,0.0,0,0.0,0,0.0,0,0.0
PSE,PSE,10,108.0,4.0,2.277027027027027,11.993767832409137,0.014084507,0.014084507,3,0.013926126873915081,0,0.6,27,0.2773226146552566
SSD,SSD,2,12.0,5.0,3.4662162162162162,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
BOL,BOL,8,11.0,4.0,2.425675675675676,160.1333928577157,0.008962868,0.008962868,0,0.009650502536398398,0,0.6,9,0.13747814672267897
SEN,SEN,3,4.0,4.0,2.7432432432432434,12.406785697962167,0.0,0.0,0,0.0,0,0.0,0,0.0
