Id,Label,Degree,Weighted Degree,Eccentricity,Closeness Centrality,Betweenness Centrality,Authority,Hub,Modularity Class,PageRank,Component ID,Clustering Coefficient,Number of triangles,Eigenvector Centrality
VEN,VEN,21,74.0,3.0,2.0535714285714284,158.75032679966728,0.012803234,0.012803234,4,0.012412759509646413,0,0.5163398692810458,79,0.35350460995881566
CUB,CUB,16,52.0,3.0,2.0654761904761907,94.35647341566997,0.010107817,0.010107817,1,0.00983525990317497,0,0.5934065934065934,54,0.2973526122198885
GRC,GRC,36,325.0,3.0,1.9047619047619047,508.98984756005626,0.022237197,0.022237197,0,0.021972528983703415,0,0.3185483870967742,158,0.5352626180312525
PAK,PAK,14,62.0,3.0,2.130952380952381,33.319280402649646,0.010107817,0.010107817,1,0.01013815659050749,0,0.5164835164835165,47,0.27859768958602066
SYR,SYR,32,201.0,4.0,1.9821428571428572,284.0192274606968,0.021563342,0.021563342,2,0.020810518962689793,0,0.3311827956989247,154,0.5310952745393067
LBN,LBN,7,24.0,4.0,2.369047619047619,12.64099775660287,0.004716981,0.004716981,2,0.005256512563342232,0,0.5333333333333333,8,0.12257565067093927
CHE,CHE,13,49.0,4.0,2.2023809523809526,43.194984293725376,0.009433962,0.009433962,3,0.009739946461814145,0,0.3717948717948718,29,0.21917840800414853
YEM,YEM,13,137.0,4.0,2.2023809523809526,191.4432027880192,0.008760108,0.008760108,3,0.009013462887920856,0,0.4696969696969697,31,0.22969401794050573
CHN,CHN,60,459.0,3.0,1.7083333333333333,2114.9900264353637,0.030997304,0.030997304,1,0.029651721046048966,0,0.27070707070707073,268,0.7086365833886775
ECU,ECU,10,20.0,3.0,2.2738095238095237,5.979354006561605,0.0074123987,0.0074123987,4,0.007278567937359372,0,0.6222222222222222,28,0.22398150584296736
USA,USA,93,937.0,3.0,1.4702380952380953,4440.802215964246,0.051212937,0.051212937,1,0.05034833073208021,0,0.17621621621621622,489,1.0
IRL,IRL,9,22.0,3.0,2.1547619047619047,4.685904828336629,0.0067385444,0.0067385444,1,0.006739214989245431,0,0.75,27,0.23482255718777328
ERI,ERI,7,9.0,4.0,2.4464285714285716,6.9801264751493575,0.0053908355,0.0053908355,3,0.00588024479515211,0,0.42857142857142855,9,0.14025842728967708
FRA,FRA,56,451.0,3.0,1.7202380952380953,1292.6775993848355,0.03638814,0.03638814,0,0.034604144189275717,0,0.25544267053701014,352,0.825421340176468
IDN,IDN,6,34.0,4.0,2.2738095238095237,106.6821347429242,0.0040431265,0.0040431265,5,0.004399476529277299,0,1.0,10,0.15546219453762905
JPN,JPN,17,108.0,3.0,2.0416666666666665,200.3271861168581,0.011455526,0.011455526,1,0.01119201712098069,0,0.5083333333333333,61,0.3434886767036008
TUN,TUN,19,204.0,4.0,2.107142857142857,53.978998304672075,0.013477089,0.013477089,0,0.012869557165064502,0,0.43859649122807015,75,0.3788132543605483
PRK,PRK,6,25.0,4.0,2.2916666666666665,36.13145347191917,0.0040431265,0.0040431265,1,0.0046679592648311485,0,0.6,6,0.11398163641671444
TUR,TUR,22,100.0,3.0,2.0297619047619047,202.13336888564635,0.014824797,0.014824797,2,0.014518214331073996,0,0.42857142857142855,90,0.4121692737312654
TTO,TTO,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
IRQ,IRQ,22,132.0,4.0,2.0654761904761907,128.28240799375553,0.015498652,0.015498652,1,0.01498304243337759,0,0.4199134199134199,97,0.4096176846961663
GBR,GBR,61,410.0,3.0,1.6964285714285714,1314.8901135972862,0.038409702,0.038409702,0,0.036371745133946594,0,0.2435064935064935,375,0.8618048363654803
MYS,MYS,17,60.0,3.0,2.0952380952380953,73.61835256988395,0.01212938,0.01212938,0,0.012173258547773229,0,0.41911764705882354,57,0.2965918872526979
