Id,Label,Degree,Weighted Degree,Eccentricity,Closeness Centrality,Betweenness Centrality,Authority,Hub,Modularity Class,PageRank,Component ID,Clustering Coefficient,Number of triangles,Eigenvector Centrality
UKR,UKR,23,255.0,4.0,2.0,227.28693043046465,0.021390375,0.021390375,0,0.0255609231684997,0,0.4502923976608187,77,0.5392081779501079
RUS,RUS,41,327.0,4.0,1.8613138686131387,1384.5411645690174,0.037433155,0.037433155,0,0.03557395094083637,0,0.3190883190883191,112,0.6668434409648333
GBR,GBR,51,172.0,4.0,1.7226277372262773,1695.7777937023968,0.04634581,0.04634581,2,0.05223835674539454,0,0.23076923076923078,171,0.8454690843596863
USA,USA,69,554.0,3.0,1.5401459854014599,3081.7435172065952,0.06238859,0.06238859,1,0.0666569720517022,0,0.18775510204081633,230,1.0
IRN,IRN,20,60.0,4.0,2.0072992700729926,273.96554425877304,0.018716577,0.018716577,1,0.024233619702173217,0,0.47058823529411764,72,0.5267851917056741
ZAF,ZAF,6,6.0,4.0,2.372262773722628,145.54416694416693,0.006238859,0.006238859,1,0.00875128645572516,0,0.6,6,0.15464733241973974
VAT,VAT,9,12.0,4.0,2.54014598540146,54.401476832297455,0.0089126555,0.0089126555,2,0.011107587734931071,0,0.38095238095238093,8,0.16231741927951626
LBN,LBN,6,27.0,4.0,2.45985401459854,3.065757238977054,0.006238859,0.006238859,3,0.009321491280476362,0,0.7333333333333333,11,0.20086756587358587
ARG,ARG,7,10.0,4.0,2.3284671532846715,18.345801916110847,0.0071301246,0.0071301246,2,0.009770113270726643,0,0.5333333333333333,8,0.17836011445453095
CHE,CHE,14,50.0,4.0,2.1094890510948905,315.7857468377558,0.013368984,0.013368984,3,0.01576638495049266,0,0.6181818181818182,34,0.37283208749510377
SYR,SYR,27,137.0,4.0,1.927007299270073,291.6810948724865,0.024955437,0.024955437,3,0.03520534622602913,0,0.30153846153846153,98,0.6246883405577259
CHN,CHN,39,202.0,4.0,1.8467153284671534,1116.9628612266117,0.035650622,0.035650622,1,0.03605664595398821,0,0.31339031339031337,110,0.6613371004634877
DZA,DZA,2,2.0,5.0,2.6934306569343067,1.7694305694305696,0.0026737968,0.0026737968,0,0.0,0,0.0,0,0.0
PRK,PRK,8,29.0,4.0,2.2335766423357666,138.37572786690433,0.00802139,0.00802139,1,0.01049107151401017,0,0.8095238095238095,17,0.2578031914696336
AUS,AUS,22,49.0,4.0,2.051094890510949,575.9795107106477,0.020499108,0.020499108,1,0.023134595270750742,0,0.4117647058823529,56,0.4523715351544558
IRL,IRL,6,12.0,4.0,2.218978102189781,5.714583061865667,0.006238859,0.006238859,2,0.009551881892473968,0,0.7333333333333333,11,0.2225264186963134
ESP,ESP,10,19.0,4.0,2.1094890510948905,110.5564631129994,0.009803922,0.009803922,2,0.014950273331815344,0,0.4666666666666667,21,0.3015593360797413
VEN,VEN,8,25.0,4.0,2.3795620437956204,26.18730929082029,0.00802139,0.00802139,1,0.011213651334565837,0,0.3333333333333333,7,0.17443861012251385
IND,IND,15,62.0,4.0,2.0583941605839415,173.3932114229988,0.014260249,0.014260249,1,0.01992863267275433,0,0.3516483516483517,32,0.364490904066911
FRA,FRA,37,161.0,4.0,1.8759124087591241,1017.6002804874879,0.033868093,0.033868093,2,0.043417361315646004,0,0.24193548387096775,120,0.6982314449469949
THA,THA,6,9.0,4.0,2.3649635036496353,7.70886188974424,0.006238859,0.006238859,1,0.008370918746378818,0,0.7,7,0.16616227537791037
CMR,CMR,3,4.0,4.0,2.7883211678832116,1.3203416149068326,0.0035650623,0.0035650623,0,0.0,0,0.0,0,0.0
NGA,NGA,15,23.0,4.0,2.124087591240876,188.52952090231858,0.014260249,0.014260249,1,0.01730742949428922,0,0.4090909090909091,27,0.32411851198381847
JPN,JPN,13,48.0,4.0,2.145985401459854,77.8215973515804,0.012477718,0.012477718,1,0.016846893502122432,0,0.4696969696969697,31,0.3471290648892897
KWT,KWT,4,4.0,4.0,2.8686131386861313,4.0589178365494165,0.0044563278,0.0044563278,0,0.0,0,0.0,0,0.0
ARE,ARE,4,5.0,5.0,2.846715328467153,1.8793847864174547,0.0044563278,0.0044563278,0,0.0,0,0.0,0,0.0
YEM,YEM,6,14.0,4.0,2.291970802919708,0.3666666666666667,0.006238859,0.006238859,2,0.009365344842966816,0,0.8666666666666667,13,0.242117075176183
BEL,BEL,7,13.0,5.0,2.4525547445255476,32.990707440707446,0.0071301246,0.0071301246,1,0.011065129396923076,0,0.5714285714285714,12,0.19991197730478313
ZWE,ZWE,1,7.0,4.0,2.5328467153284673,0.0,0.0017825312,0.0017825312,0,0.0,0,0.0,0,0.0
ITA,ITA,18,43.0,4.0,2.072992700729927,211.25768365203746,0.016934047,0.016934047,1,0.02225837332799256,0,0.4083333333333333,49,0.4224173720940464
PHL,PHL,3,14.0,4.0,2.4014598540145986,0.0,0.0035650623,0.0035650623,0,0.0,0,0.0,0,0.0
NOR,NOR,7,8.0,4.0,2.2116788321167884,5.829761904761905,0.0071301246,0.0071301246,3,0.009412369496061963,0,0.9333333333333333,14,0.24532598415588822
SLV,SLV,3,9.0,5.0,3.2773722627737225,89.79640914640909,0.0035650623,0.0035650623,0,0.0,0,0.0,0,0.0
DEU,DEU,25,85.0,4.0,1.9343065693430657,235.12886022432713,0.023172906,0.023172906,2,0.030305067968714215,0,0.4031620553359684,102,0.6282689520769383
UGA,UGA,13,24.0,4.0,2.1094890510948905,113.65215568465031,0.012477718,0.012477718,1,0.0176079432622832,0,0.45454545454545453,30,0.34473428545373885
SDN,SDN,6,28.0,4.0,2.45985401459854,22.786407709937116,0.006238859,0.006238859,0,0.00799982690416316,0,0.16666666666666666,1,0.10528598040055334
EGY,EGY,20,42.0,4.0,2.0291970802919708,132.73141380270377,0.018716577,0.018716577,0,0.02595067120901946,0,0.38011695906432746,65,0.5117876880955894
ERI,ERI,3,5.0,5.0,2.6423357664233578,1.9916666666666667,0.0035650623,0.0035650623,0,0.0,0,0.0,0,0.0
IRQ,IRQ,6,16.0,4.0,2.2116788321167884,0.0,0.006238859,0.006238859,1,0.00920356548824998,0,1.0,15,0.26345795020114254
MLI,MLI,3,4.0,4.0,2.708029197080292,4.507111309742888,0.0035650623,0.0035650623,0,0.0,0,0.0,0,0.0
MDV,MDV,2,3.0,5.0,2.7007299270072993,0.0,0.0026737968,0.0026737968,0,0.0,0,0.0,0,0.0
SOM,SOM,5,5.0,5.0,2.562043795620438,3.3533151489033837,0.0053475937,0.0053475937,2,0.008584371129249976,0,0.3,3,0.12868470604561297
MEX,MEX,9,29.0,4.0,2.321167883211679,358.70687181176294,0.0089126555,0.0089126555,1,0.01108951862675033,0,0.5714285714285714,12,0.1888149344744496
PSE,PSE,7,26.0,4.0,2.3795620437956204,4.68580586080586,0.0071301246,0.0071301246,3,0.009402466413050141,0,0.6666666666666666,10,0.21532331467802032
ISR,ISR,16,82.0,4.0,2.1386861313868613,181.77801806931447,0.015151516,0.015151516,3,0.019134409382591592,0,0.5054945054945055,46,0.41570885863201906
TUR,TUR,12,29.0,4.0,2.18978102189781,160.62261061378715,0.011586453,0.011586453,0,0.014525696349609443,0,0.6444444444444445,29,0.3191458442967799
PAK,PAK,9,25.0,4.0,2.2116788321167884,5.577904784937452,0.0089126555,0.0089126555,1,0.013066121196354632,0,0.6388888888888888,23,0.29964933078783623
MYS,MYS,2,2.0,6.0,3.5036496350364965,1.1666666666666667,0.0026737968,0.0026737968,0,0.0,0,0.0,0,0.0
KEN,KEN,6,7.0,4.0,2.2992700729927007,11.794568481913675,0.006238859,0.006238859,1,0.009862103869421037,0,0.6,9,0.21184036346150897
TUN,TUN,6,15.0,4.0,2.343065693430657,21.723827763224058,0.006238859,0.006238859,2,0.00833860127893,0,0.8,8,0.17522731005862296
MKD,MKD,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
CAF,CAF,5,15.0,5.0,2.6423357664233578,51.40536225470435,0.0053475937,0.0053475937,2,0.006344322413148066,0,0.3333333333333333,1,0.08734560674661489
IDN,IDN,7,23.0,4.0,2.335766423357664,156.3356800729574,0.0071301246,0.0071301246,1,0.008150870747325309,0,0.8,8,0.1883222212065002
COL,COL,7,7.0,4.0,2.5328467153284673,228.2803475542306,0.0071301246,0.0071301246,2,0.008954075014303337,0,0.2,2,0.10172364120864613
ETH,ETH,5,17.0,5.0,2.6423357664233578,12.308766233766232,0.0053475937,0.0053475937,3,0.007833308629769858,0,0.3333333333333333,2,0.09445588943303587
GRC,GRC,9,12.0,4.0,2.2262773722627736,18.593734816954637,0.0089126555,0.0089126555,2,0.011865732248837689,0,0.6428571428571429,18,0.2737464884115366
NPL,NPL,1,1.0,5.0,3.2992700729927007,0.0,0.0017825312,0.0017825312,0,0.0,0,0.0,0,0.0
AUT,AUT,5,13.0,5.0,2.6204379562043796,0.7,0.0053475937,0.0053475937,0,0.008126508299787002,0,0.9,9,0.16560337640328354
MHL,MHL,2,3.0,5.0,3.291970802919708,0.0,0.0026737968,0.0026737968,0,0.0,0,0.0,0,0.0
AFG,AFG,7,42.0,4.0,2.1824817518248176,5.70437147393669,0.0071301246,0.0071301246,1,0.01044993966362798,0,0.8095238095238095,17,0.2774870712117121
CHL,CHL,11,12.0,4.0,2.291970802919708,311.8512484383625,0.010695187,0.010695187,1,0.012641149227818935,0,0.4642857142857143,13,0.1946089561389718
LBY,LBY,8,17.0,4.0,2.3503649635036497,14.610486572251272,0.00802139,0.00802139,2,0.012648608967744786,0,0.5,14,0.2096225375176402
NER,NER,5,9.0,4.0,2.394160583941606,93.08313021687634,0.0053475937,0.0053475937,2,0.0072217802962271154,0,0.6666666666666666,4,0.13987441463584038
QAT,QAT,9,14.0,4.0,2.3065693430656933,197.88450666091327,0.0089126555,0.0089126555,1,0.008292031042036697,0,0.8,8,0.19061167526113817
DNK,DNK,1,1.0,5.0,3.1313868613138687,0.0,0.0017825312,0.0017825312,0,0.0,0,0.0,0,0.0
BIH,BIH,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
CUB,CUB,7,16.0,4.0,2.2992700729927007,44.204279274691366,0.0071301246,0.0071301246,1,0.01132430205521457,0,0.42857142857142855,9,0.17408823816042393
BRA,BRA,11,12.0,4.0,2.197080291970803,69.48517119253307,0.010695187,0.010695187,1,0.016346861404502405,0,0.32727272727272727,18,0.2684504305835144
JOR,JOR,4,13.0,4.0,2.4744525547445257,0.0,0.0044563278,0.0044563278,0,0.0,0,0.0,0,0.0
CAN,CAN,18,44.0,4.0,2.0145985401459856,188.640656843207,0.016934047,0.016934047,1,0.021098517098869868,0,0.3904761904761905,41,0.41466813000487585
HTI,HTI,3,6.0,4.0,2.4817518248175183,80.41351757024627,0.0035650623,0.0035650623,0,0.0,0,0.0,0,0.0
VNM,VNM,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
COG,COG,5,5.0,5.0,2.591240875912409,21.342542481672915,0.0053475937,0.0053475937,2,0.009749794567344126,0,0.2,2,0.09555326756738529
EST,EST,1,1.0,5.0,2.854014598540146,0.0,0.0017825312,0.0017825312,0,0.0,0,0.0,0,0.0
KOR,KOR,10,22.0,4.0,2.1605839416058394,71.31563132558594,0.009803922,0.009803922,1,0.013056867932038882,0,0.5833333333333334,21,0.2909615350334347
SSD,SSD,3,23.0,4.0,2.4963503649635035,4.713396978838152,0.0035650623,0.0035650623,0,0.0,0,0.0,0,0.0
GEO,GEO,3,4.0,4.0,2.394160583941606,0.0,0.0035650623,0.0035650623,0,0.0,0,0.0,0,0.0
CYP,CYP,3,3.0,4.0,2.510948905109489,0.0,0.0035650623,0.0035650623,0,0.0,0,0.0,0,0.0
RWA,RWA,6,16.0,4.0,2.2773722627737225,0.2222222222222222,0.006238859,0.006238859,2,0.009273265364862388,0,0.8666666666666667,13,0.2571550236781982
LKA,LKA,5,8.0,4.0,2.3284671532846715,0.3611111111111111,0.0053475937,0.0053475937,1,0.00832667030751236,0,0.9,9,0.17759363784172966
PER,PER,3,3.0,5.0,3.1313868613138687,0.0,0.0035650623,0.0035650623,0,0.0,0,0.0,0,0.0
BEN,BEN,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
NLD,NLD,10,14.0,4.0,2.2627737226277373,34.3864102885842,0.009803922,0.009803922,2,0.01299553021552344,0,0.6111111111111112,22,0.2992089501137268
JAM,JAM,3,6.0,5.0,2.437956204379562,0.0,0.0035650623,0.0035650623,0,0.0,0,0.0,0,0.0
BGD,BGD,3,3.0,4.0,2.394160583941606,0.0,0.0035650623,0.0035650623,0,0.0,0,0.0,0,0.0
ALB,ALB,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
LTU,LTU,4,5.0,4.0,2.4306569343065694,0.7612794612794612,0.0044563278,0.0044563278,0,0.0,0,0.0,0,0.0
KHM,KHM,4,8.0,5.0,2.6423357664233578,9.189952531128997,0.0044563278,0.0044563278,0,0.0,0,0.0,0,0.0
PNG,PNG,2,6.0,5.0,3.0291970802919708,0.0,0.0026737968,0.0026737968,0,0.0,0,0.0,0,0.0
GHA,GHA,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
ECU,ECU,1,1.0,5.0,2.8394160583941606,0.0,0.0017825312,0.0017825312,0,0.0,0,0.0,0,0.0
POL,POL,7,10.0,4.0,2.3576642335766422,8.784159172889149,0.0071301246,0.0071301246,0,0.010794688920191047,0,0.5714285714285714,12,0.22420921581392883
HKG,HKG,4,7.0,5.0,2.5547445255474455,14.28629686002644,0.0044563278,0.0044563278,0,0.0,0,0.0,0,0.0
CRI,CRI,2,8.0,6.0,4.094890510948905,3.125,0.0026737968,0.0026737968,0,0.0,0,0.0,0,0.0
SWE,SWE,4,4.0,5.0,2.678832116788321,81.77553438993709,0.0044563278,0.0044563278,0,0.0,0,0.0,0,0.0
GAB,GAB,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
BHR,BHR,1,1.0,5.0,3.0,0.0,0.0017825312,0.0017825312,0,0.0,0,0.0,0,0.0
BRB,BRB,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
MDG,MDG,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
PAN,PAN,1,2.0,5.0,3.2262773722627736,0.0,0.0017825312,0.0017825312,0,0.0,0,0.0,0,0.0
MAR,MAR,5,12.0,4.0,2.664233576642336,140.9247842843431,0.0053475937,0.0053475937,2,0.007374260181122317,0,0.16666666666666666,1,0.09397329326104417
XK,XK,1,1.0,5.0,2.8686131386861313,0.0,0.0017825312,0.0017825312,0,0.0,0,0.0,0,0.0
TWN,TWN,3,19.0,5.0,2.795620437956204,0.6861471861471862,0.0035650623,0.0035650623,0,0.0,0,0.0,0,0.0
GMB,GMB,1,1.0,5.0,2.7153284671532845,0.0,0.0017825312,0.0017825312,0,0.0,0,0.0,0,0.0
MDA,MDA,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
BOL,BOL,7,7.0,5.0,2.6423357664233578,33.86864382662804,0.0071301246,0.0071301246,1,0.010207623625031784,0,0.3333333333333333,5,0.1162181738187789
PRT,PRT,3,3.0,5.0,2.6715328467153285,8.873099123099122,0.0035650623,0.0035650623,0,0.0,0,0.0,0,0.0
MWI,MWI,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
GTM,GTM,1,3.0,4.0,2.5328467153284673,0.0,0.0017825312,0.0017825312,0,0.0,0,0.0,0,0.0
