Country Degree Closeness Betweenness
QAT 0.06172839506172839 0.29732510288065844 0.010351433545877992
EGY 0.08641975308641975 0.3001038421599169 0.03855503549947995
BGD 0.012345679012345678 0.2675925925925926 0.0
NGA 0.012345679012345678 0.2675925925925926 0.0
USA 0.41975308641975306 0.4587301587301587 0.26626744397577723
ISR 0.06172839506172839 0.2892892892892893 0.030555555555555555
TWN 0.0 0.0 0.0
UKR 0.09876543209876543 0.3117583603020496 0.025139382222715546
PER 0.0 0.0 0.0
LKA 0.0 0.0 0.0
IDN 0.024691358024691357 0.17080378250591016 0.00015432098765432098
TUN 0.0 0.0 0.0
GBR 0.14814814814814814 0.3416075650118203 0.0312376255431811
CAN 0.012345679012345678 0.20452937013446568 0.0
COG 0.0 0.0 0.0
PAK 0.04938271604938271 0.2919191919191919 0.00015432098765432098
NER 0.012345679012345678 0.012345679012345678 0.0
CMR 0.0 0.0 0.0
NOR 0.0 0.0 0.0
GRC 0.037037037037037035 0.2396351575456053 0.0004063786008230453
JOR 0.04938271604938271 0.2744539411206078 0.00030864197530864197
KOR 0.024691358024691357 0.2698412698412698 0.0
CZE 0.0 0.0 0.0
LBY 0.04938271604938271 0.22936507936507936 0.01589506172839506
MEX 0.024691358024691357 0.2721280602636535 0.004243827160493827
MYS 0.0 0.0 0.0
SOM 0.012345679012345678 0.2675925925925926 0.0
PRK 0.024691358024691357 0.2698412698412698 0.0
COL 0.012345679012345678 0.2675925925925926 0.0
KWT 0.012345679012345678 0.2675925925925926 0.0
CHN 0.14814814814814814 0.3310423825887744 0.06209322056544279
TCD 0.012345679012345678 0.012345679012345678 0.0
NZL 0.012345679012345678 0.22299382716049385 0.0
MDV 0.012345679012345678 0.2675925925925926 0.0
HKG 0.024691358024691357 0.221455938697318 0.0049189647800758855
SAU 0.04938271604938271 0.2919191919191919 0.00015432098765432098
LBN 0.012345679012345678 0.2675925925925926 0.0
SRB 0.012345679012345678 0.012345679012345678 0.0
FRA 0.1111111111111111 0.3117583603020496 0.0068049902772125
AFG 0.037037037037037035 0.2768199233716475 0.00030864197530864197
CHE 0.024691358024691357 0.2744539411206078 0.0
ESP 0.0 0.0 0.0
IRQ 0.04938271604938271 0.2792270531400966 0.0002829218106995884
SWE 0.012345679012345678 0.21265636497424578 0.0
HRV 0.012345679012345678 0.012345679012345678 0.0
CHL 0.0 0.0 0.0
GTM 0.0 0.0 0.0
DNK 0.012345679012345678 0.19944789510006902 0.0
DEU 0.08641975308641975 0.2919191919191919 0.009814956134400577
NLD 0.0 0.0 0.0
AUS 0.012345679012345678 0.20452937013446568 0.0
LBR 0.012345679012345678 0.2675925925925926 0.0
AUT 0.0 0.0 0.0
IRN 0.08641975308641975 0.3029350104821803 0.014682596210373985
RUS 0.13580246913580246 0.33801169590643276 0.03127168356335023
VEN 0.012345679012345678 0.2675925925925926 0.0
SLE 0.0 0.0 0.0
BLR 0.012345679012345678 0.20987654320987653 0.0
FIN 0.0 0.0 0.0
THA 0.0 0.0 0.0
VAT 0.024691358024691357 0.21407407407407408 0.0
NPL 0.0 0.0 0.0
ITA 0.012345679012345678 0.16900584795321638 0.0
YEM 0.037037037037037035 0.2744539411206078 0.0
JPN 0.037037037037037035 0.2721280602636535 0.0
ZAF 0.0 0.0 0.0
TUR 0.04938271604938271 0.2792270531400966 0.0006815843621399176
PHL 0.0 0.0 0.0
HTI 0.0 0.0 0.0
PSE 0.012345679012345678 0.19944789510006902 0.0
SYR 0.08641975308641975 0.28416912487708945 0.0022633744855967072
MMR 0.012345679012345678 0.218442932728647 0.0
ARE 0.024691358024691357 0.2698412698412698 0.0
CUB 0.0 0.0 0.0
ARG 0.024691358024691357 0.221455938697318 0.0007664609053497941
IND 0.09876543209876543 0.31793179317931797 0.028779060445727127
SSD 0.012345679012345678 0.012345679012345678 0.0
SDN 0.012345679012345678 0.012345679012345678 0.0
MNG 0.0 0.0 0.0
HUN 0.012345679012345678 0.221455938697318 0.0
BRA 0.037037037037037035 0.22936507936507936 0.010204492010047557
KEN 0.0 0.0 0.0
