Country Degree Closeness Betweenness
DZA 0.01694915254237288 0.25469848956531765 0.0002379917634154922
QAT 0.00847457627118644 0.22154247317219936 0.0
EGY 0.025423728813559324 0.2948084879220606 0.0008105098500578722
BGD 0.00847457627118644 0.1671458837772397 0.0
BGR 0.01694915254237288 0.24312128549416684 0.0
BOL 0.15254237288135594 0.3670654702558989 0.02058762725808925
PAK 0.01694915254237288 0.28911720437144167 0.0
PAN 0.00847457627118644 0.24233448521748668 0.0
JOR 0.00847457627118644 0.23040417209908734 0.0
LBR 0.0 0.0 0.0
LBY 0.0423728813559322 0.31071102046557425 0.0017278850449211163
MYS 0.03389830508474576 0.2109333969921222 0.03331884687816891
PRK 0.0423728813559322 0.3146275459336277 0.001600314312178719
PRT 0.03389830508474576 0.28911720437144167 0.0006962563568387124
KHM 0.01694915254237288 0.277338355304457 0.0
PRY 0.00847457627118644 0.23547596205095406 0.0
HKG 0.00847457627118644 0.1671458837772397 0.0
SAU 0.025423728813559324 0.295973738862464 0.0
LBN 0.00847457627118644 0.2332752521252442 0.0
CHE 0.0 0.0 0.0
CHL 0.1016949152542373 0.348285376428853 0.00957141186418209
CHN 0.15254237288135594 0.36887367454287384 0.06222142680893113
MMR 0.01694915254237288 0.2085831641565554 0.006518904823989569
DJI 0.01694915254237288 0.295973738862464 0.0
GIN 0.00847457627118644 0.00847457627118644 0.0
FIN 0.0 0.0 0.0
URY 0.06779661016949153 0.3255711127487104 0.0017967329423368029
THA 0.01694915254237288 0.16789541688834841 0.00021729682746631898
SYC 0.07627118644067797 0.3532139430764311 0.015582463528655319
NPL 0.07627118644067797 0.34036979969183356 0.00515455071333657
MAR 0.03389830508474576 0.2847199845330927 0.0026091140497920147
YEM 0.07627118644067797 0.32276446522501456 0.018627286326112928
PHL 0.01694915254237288 0.2538351048549267 0.0
ZAF 0.0 0.0 0.0
NIC 0.025423728813559324 0.3094270906289396 0.0005187926052917285
MNE 0.0 0.0 0.0
SYR 0.0847457627118644 0.32842699970264644 0.018682944293376826
IRL 0.01694915254237288 0.2674334140435835 0.00026493246832229875
NGA 0.01694915254237288 0.2538351048549267 0.013472403302911776
BEL 0.025423728813559324 0.2836414997431947 0.0015679817939704941
DEU 0.11864406779661017 0.35657788539144475 0.021147888031851525
LKA 0.00847457627118644 0.28690174686667963 0.0
GBR 0.1016949152542373 0.3670654702558989 0.07978094211189793
GUY 0.0 0.0 0.0
CRI 0.0 0.0 0.0
NLD 0.0 0.0 0.0
GEO 0.00847457627118644 0.24551264240066684 0.0
ROU 0.00847457627118644 0.2627415997621172 0.0
MHL 0.00847457627118644 0.2529775538250114 0.0
AFG 0.03389830508474576 0.3056381874783812 0.014143609058863294
BDI 0.0 0.0 0.0
BLR 0.03389830508474576 0.28911720437144167 0.0
GRC 0.09322033898305085 0.32416171399222243 0.06598076205791521
HTI 0.05084745762711865 0.295973738862464 0.0032888787541496094
PSE 0.05084745762711865 0.2936523762047192 0.0013877051034808532
IND 0.025423728813559324 0.26459843085584234 2.0694935949173235e-05
SSD 0.00847457627118644 0.00847457627118644 0.0
VNM 0.01694915254237288 0.2538351048549267 0.0
NOR 0.0 0.0 0.0
ATG 0.0 0.0 0.0
HND 0.03389830508474576 0.277338355304457 0.0005742844725895573
DOM 0.01694915254237288 0.26648169370890884 0.00019142815752985241
LUX 0.01694915254237288 0.18175086391311504 0.0
ISR 0.06779661016949153 0.32416171399222243 0.01639292177581377
PER 0.03389830508474576 0.30072833707712204 5.3117002269544646e-05
IDN 0.0423728813559322 0.279408044523147 0.07757259028445469
SUR 0.0 0.0 0.0
COG 0.0 0.0 0.0
ETH 0.00847457627118644 0.2311152960870475 0.0
NER 0.00847457627118644 0.19299318539227678 0.0
COL 0.11864406779661017 0.34667294413057126 0.020790757711024756
MDG 0.0 0.0 0.0
ECU 0.03389830508474576 0.2936523762047192 0.0006204254791825414
SEN 0.00847457627118644 0.2627415997621172 0.0
SRB 0.01694915254237288 0.24960451977401132 0.013472403302911778
XK 0.00847457627118644 0.1905378013542071 0.0
