Country Degree Closeness Betweenness
DZA 0.0 0.0 0.0
QAT 0.0 0.0 0.0
EGY 0.0 0.0 0.0
BGD 0.0 0.0 0.0
BOL 0.0 0.0 0.0
GHA 0.011111111111111112 0.10157545605306799 0.0
PAK 0.03333333333333333 0.11534839924670433 0.0016229712858926346
JOR 0.022222222222222223 0.10082304526748971 0.008489388264669164
LBY 0.011111111111111112 0.08053911900065747 0.0
MYS 0.03333333333333333 0.12487257900101938 0.0010849533321443433
PRK 0.022222222222222223 0.11534839924670433 0.0
PRT 0.0 0.0 0.0
KHM 0.0 0.0 0.0
HKG 0.011111111111111112 0.11342592592592593 0.0
SAU 0.011111111111111112 0.011111111111111112 0.0
LBN 0.011111111111111112 0.09935117599351177 0.0
SVN 0.0 0.0 0.0
CHE 0.022222222222222223 0.12373737373737374 0.0
CHL 0.0 0.0 0.0
CHN 0.11111111111111112 0.1582687338501292 0.061087331312050394
GIN 0.0 0.0 0.0
VAT 0.0 0.0 0.0
NPL 0.011111111111111112 0.11342592592592593 0.0
YEM 0.0 0.0 0.0
PHL 0.022222222222222223 0.11437908496732027 0.0
ZAF 0.0 0.0 0.0
SYR 0.07777777777777778 0.13214670981661275 0.06666666666666667
NGA 0.0 0.0 0.0
BEL 0.0 0.0 0.0
DEU 0.0 0.0 0.0
GBR 0.044444444444444446 0.15644955300127714 0.06870578443612152
CRI 0.0 0.0 0.0
CMR 0.022222222222222223 0.022222222222222223 0.0
HUN 0.0 0.0 0.0
TTO 0.0 0.0 0.0
NLD 0.011111111111111112 0.09935117599351177 0.0
TCD 0.011111111111111112 0.011111111111111112 0.0
ROU 0.0 0.0 0.0
MNG 0.0 0.0 0.0
AFG 0.022222222222222223 0.11633428300094967 0.0011325129302657392
GRC 0.0 0.0 0.0
RWA 0.011111111111111112 0.08053911900065747 0.0
THA 0.0 0.0 0.0
HTI 0.0 0.0 0.0
PSE 0.011111111111111112 0.0747863247863248 0.0
IND 0.03333333333333333 0.14635603345280765 0.013866595327269481
SSD 0.011111111111111112 0.011111111111111112 0.0
VNM 0.011111111111111112 0.11342592592592593 0.0
NOR 0.022222222222222223 0.11733716475095786 0.01647940074906367
CZE 0.0 0.0 0.0
IRN 0.044444444444444446 0.1361111111111111 0.010968432316746922
ISR 0.022222222222222223 0.09196696696696696 0.008489388264669164
IDN 0.011111111111111112 0.011111111111111112 0.0
COG 0.0 0.0 0.0
ETH 0.0 0.0 0.0
COL 0.011111111111111112 0.011111111111111112 0.0
ECU 0.0 0.0 0.0
XK 0.0 0.0 0.0
FRA 0.022222222222222223 0.10082304526748971 0.008489388264669164
IRL 0.011111111111111112 0.11248852157943066 0.0
AUS 0.0 0.0 0.0
CUB 0.011111111111111112 0.11437908496732027 0.0
VEN 0.0 0.0 0.0
KEN 0.011111111111111112 0.011111111111111112 0.0
TUR 0.022222222222222223 0.10082304526748971 0.008489388264669164
MMR 0.0 0.0 0.0
RUS 0.07777777777777778 0.1745014245014245 0.06495452113429641
MEX 0.011111111111111112 0.011111111111111112 0.0
BRA 0.0 0.0 0.0
USA 0.12222222222222223 0.16013071895424835 0.045469948278937036
TWN 0.011111111111111112 0.11342592592592593 0.0
UKR 0.05555555555555556 0.13476347634763475 0.0030378693300041615
CAN 0.022222222222222223 0.022222222222222223 0.0
KOR 0.022222222222222223 0.11534839924670433 0.0
CAF 0.011111111111111112 0.011111111111111112 0.0
SVK 0.0 0.0 0.0
SOM 0.011111111111111112 0.011111111111111112 0.0
POL 0.0 0.0 0.0
ESP 0.0 0.0 0.0
IRQ 0.011111111111111112 0.09935117599351177 0.0
SLV 0.0 0.0 0.0
MLI 0.0 0.0 0.0
LVA 0.022222222222222223 0.12373737373737374 0.0
MLT 0.0 0.0 0.0
SLB 0.0 0.0 0.0
ITA 0.022222222222222223 0.022222222222222223 0.0
JPN 0.03333333333333333 0.1272066458982347 0.0007282563462338744
ARM 0.011111111111111112 0.08053911900065747 0.0
ARG 0.0 0.0 0.0
SDN 0.011111111111111112 0.011111111111111112 0.0
UGA 0.0 0.0 0.0
